순위,제목,저자,출판사,요약
11,유튜브 상위 노출의 모든 것 더 잘 검색되고 더 정확히 도달되는 ,민진홍,한빛미디어,"유튜브를 소수 크리에이터들의 광고 수입 수단으로 여기던 시대는 끝났습니다. 지금은 마케팅, 홍보, 브랜딩, 세일즈에 동영상을 활용하려는 개인 사업자나 소상공인, 중소기업에게 더욱 절실히 필요한 채널이"
12,왕초보 유튜브 부업왕,문준희 수다쟁이쭌 ,진서원,"요즘 초등학생들에게 꿈이 뭐냐고 물어보면 ‘유튜버’라고 대답할 만큼 인기다. 많은 사람들이 연수익 10억원이 넘는다는 스타 유튜버들의 화려한 모습만 보고 도전하지만, 수익 창출의 기본이라는 구독자"
13,정영헌의 Final Cut Pro X 마스터하기,정영헌,디지털북스,"[정영헌의 FINAL CUT PRO X 마스터하기 개정판], 10.4.6 버전 드디어 출시!

고해상도 4K 편집에 최적화된 파이널 컷 프로 X의 직관적인 인터페이스, 실시간 360VR 편집, 롤 Role 을 이용한 자막용"
14,애프터 이펙트로 유튜브 동영상 끝내기,현수진,디지털북스,"유튜브 동영상을 더욱 풍부하게 해줄 애프터 이펙트에 대해 궁금하다면, 이 책을 주목하자. 애프터 이펙트의 기초부터 유튜브 채널 꾸미기에 꼭 필요한 기능까지 한 번에 다루고 있다. 유튜브 동영상을 멋지게"
15,음향시스템 핸드북. 4 개정판 4판 ,장호준,BIC 미디어북스,『음향시스템 핸드북』은 음향관련 개론서이다. 저자 자신의 이해와 오랜 시간 실전을 통해 정리된 기술이 초보자부터 전문가에 이르기까지 평이하게 이해될 수 있는 문체로 저술되었다.
16,파이썬으로 배우는 영상처리,Sandipan Dey,홍릉과학출판사, 
17,허팝과 함께하는 유튜브 크리에이터 되기,허팝,한빛미디어,유튜브는 전 세계에서 가장 큰 동영상 플랫폼이면서 2세부터 15세가 이용하는 웹사이트 세계 1위다. 국내에서도 19세부터 24세가 가장 많이 접하는 동영상 매체로 지상파가 아니라 유튜브로 조사된 바 있다.
18,"디자이너’s Pro 실무 영상 편집 연출, 촬영, 편집, 모션그래픽까지 다루는  CD1장포함 ",이현석,길벗,"이 책은 영상의 연출, 촬영 기법과 더불어 영상 편집 디자인이란 무엇이고, 기본 원칙에는 어떤 것들이 있는지, 영상 편집 디자인의 제작 과정 및 각종 편집 도구들을 어떻게 효율적으로 사용하는지 등의 환경"
19,유튜브 브이로그 만들기,yesiamyulia 이슬기 ,책밥,"평범한 나날 속에서도 반짝이는 순간이 있기 마련이에요. 일기를 쓰고 사진을 찍어도 아쉬울 때, 영상으로 남겨 브이로그를 만들어 보세요. 뭐부터 찍을까, 같이 고민하며 영상의 주제를 정하고 카메라에 오늘을"
20,영상 편집을 위한 유튜브 배경음악 오렌지노의 ,오렌지노,제이펍,"단순히 콘텐츠를 제작하여 업로드하면 어느 정도 조회 수가 발생하던 과거와 달리 이제는 다루는 콘텐츠의 양과 질이 풍족하다 못해 넘쳐나고 있으며, 여기에 전문적인 편집까지 더해져 TV 프로그램 못지않은"
21,디지털 영상처리 3판 ,Rafael C. Gonzalez,퍼스트북,▶ 이 책은 디지털 영상처리에 대해 다룬 이론서입니다. 디지털 영상처리의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
22,10만 유튜브 크리에이터 되기 이 책 하나로 ,이창현,가메,"■ 유튜브 첫 단추부터 제대로 기획하자!
■ 유튜브 기획부터 생생한 노하우 공개, 유튜브 스타에 도전하자!
● 이 책 하나로 체계적인 유튜브 공략
● 최소의 비용으로 최대의 효과
● 상업용으로 사용할 수"
23,오디오 믹싱 핸드북 Audio Mixing Handbook ,장호준,BIC 미디어북스,『오디오 믹싱 핸드북 Audio Mixing Handbook 』은 오디오 믹싱에 대해 배울 수 있는 책이다. 구체적이면서도 절대적으로 기본 이론에 충실한 실기 실습을 제공한다. 책 내용중에 QR코드로 실제 믹싱 동영상과
24,스마트폰 100배 활용하기,조기조,행복에너지,▶ 스마트폰 활용법에 관한 내용을 담은 전문서적입니다.
25,시작하세요! Motion 5 위키북스 Mac & Life 시리즈 9 ,박경인,위키북스,"애플에서 개발한 모션 5는 동영상 편집을 위한 강력한 모션 그래픽 툴입니다. 직관적이고 가벼우며, 모션그래픽을 연출하기 위한 과정이 매우 단순합니다. 모션 5를 이용하면 2D 텍스트 자막 타이틀은 물론 3D"
26,유튜브를 위한 동영상 편집 하루만에 끝내기 돈 1도 안 쓰고 잘 나가는 ,이용태  이나용태 ,힐북,"바야흐로 지금은 유튜브 시대입니다. 유튜브는 우리 생활 전반의 환경을 바꾸고 있습니다. 유튜브로 다양한 정보를 얻고, 영화를 감상하고, 즐거운 놀이를 하며, 돈까지 벌 수 있으니까요. 유튜브는 시대와 세대를"
27,컴맹도 2시간이면스마트 폰 하나로 유튜브 할 수 있다,최재용,미디어북,▶ 인터넷방송에 관한 내용을 담은 전문서적입니다.
28,다빈치 리졸브 DaVinciResolve  12.5 완벽한 영상 편집 및 색보정 작업을 위한 ,힐북디자인랩,힐북,완벽한 영상 편집 및 색보정 작업을 위한『다빈치 리졸브 DaVinciResolve  12.5』. 이 책은 컬러리스트와 에디터들을 위한 영상 편집 색보정 실무 가이드 북이다.
29,파이널 컷 프로 X: Final Cut Pro X 10.33,이용태,힐북,파이널 컷 프로 X는 가장 안정적인 OS X 운영체제인 맥 Mac  시스템에서 구현되는 동영상 미디어 제작 프로그램으로써 전문가 그룹에서 가장 선호하는 프로그램으로 인정을 받고 있다. 이 책 『파이널 컷 프로 X:
30,프리미어 프로 실무테크닉 필요할 때 바로 써먹는 ,현소영,성안당,"글을 읽고 쓰는 시대에서 영상을 보고 듣는 시대로, Z세대를 위한 업계의 마케팅도 분주해지고 있다. 글을 검색하는 대신 영상을 검색하는 비율이 높아져 각 포털에서도 검색의 패러다임이 바뀌고 있다는 소식도"
31,알기쉬운 스마트폰 활용 스마트정보화 6 ,렉스기획팀,렉스미디어닷넷,"ㆍ 글씨와 그림을 크게 표시하여 누구나 부담 없이 볼 수 있습니다.
ㆍ 동영상을 참고하여 따라하기 방식으로 쉽게 학습 내용을 익힐 수 있습니다.
ㆍ 필요한 학습 내용만 엄선하여 누구나 바로 활용할 수"
32,매트랩 영상처리 프로그래밍 acorn+PACKT 시리즈 ,조지 시오카스,에이콘출판,"[매트랩 영상처리 프로그래밍]은 영상처리 프로그래밍에 필요한 기본적인 지식인 영상 조작을 먼저 다룬 후, 영상 개선, 형태학적 연산과 분석, 필터링, 비디오 처리, 시공간 처리, 영상 잇기 등 다양한"
33,유튜브 마케팅,임현재,디지털북스,"한 권으로 끝내는 유튜브 동영상 광고 개정판!!

국내외 500여 기업, 1,000개 이상의 유튜브 광고 캠페인을 진행한 저자가 이론적인 지식보다는 필드에서 경험한 다양한 실제 집행 사례를 담았다. 책에는 국내외"
34,무비메이커 누구나 쉽게 따라하며 배우는 ,변자운,인투북스,누구나 따라하며 쉽게 배우는 『무비메이커』. MS사에서 무료로 제공하는 무비메이커를 사용하여 영상 편집을 방법을 누구나 따라하며 실습할 수 있도록 풍부한 예제로 상세히 설명하였다. 디지털 카메라나
35,베가스 프로 16: 누구나 따라하며 쉽게 배우는 영상 편집,임새롬,인투북스, 
36,뱁믹스,이현재,인투북스,"스마트 폰에 저장된 수많은 사진과 영상! 이제는 영상으로 만들어 보세요!
배경 음악과 자막을 넣은 영상은 새로운 추억을 간직하게 만들어 줄 것입니다.

이 책은 영상 편집 프로그램 [뱁믹스]에 대한"
37,파워디렉터,김인욱,인투북스,"스마트 폰에 저장된 수많은 사진과 영상! 이제는 파워디렉터를 이용하여 영상으로 만들어 보세요!
단순히 찍어둔 사진과 동영상에 배경 음악과 자막만 넣어도 추억을 간직하게 될 감동의 영상으로 재탄생하게"
38,파이널 컷 프로 X 10.4 한글판 ,Brendan Boykin,부산대학교출판부,▶ 이 책은 멀티미디어를 다룬 이론서입니다. 멀티미디어의 기초적이고 전반적인 내용을 학습할 수 있습니다.
39,PRAAT을 이용한 음성 분석. 1: EDITORS SITEC 총서 2 ,박한상,한빛문화,None
40,PRAAT을 이용한 음성 분석. 2: SOUND ANALYSIS SITEC 총서 3 ,박한상,한빛문화, 『PRAAT을 이용한 음성 분석. 2: SOUND ANALYSIS』는 Sound 개체의 동적 메뉴를 설명한다. 먼저 Sound 개체의 기본적인 내용을 소개하고 음성 분석 메뉴들을 설명한다. 다음으로 음성을 조작하여 소리를
41,Audition CC 최이진의 영상 사운드 테크닉 ,최이진,노하우,"세계적인 영화 감독들은 하나같이 “영상의 퀄리티를 결정하는 것은 오디오다” 라는 말을 하며, 음향과 음악 부문에 어마어마한 제작비를 쏟아붙는다. 집에서 혼자 영상을 편집하는 유튜브 크레이에터들도 작업을"
42,큐베이스 PRO 10 최이진의 ,최이진,노하우,"최이진의 큐베이스 10 최신 개정판!
큐베이스 10은 64비트 엔진으로 확연히 달라진 사운드와 혁신적인 속도 개선으로 작업 능률을 향상시킬 수 있게 바뀌었으며, 그 외, 대부분의 기능이 업그레이드되고 프로"
43,프리미어 프로 CC 2018  무작정 따라하기,이현석,길벗,"『프리미어 프로 CC 2018 무작정 따라하기』는 새로운 기능을 별책에 따로 구성하여 신 기능을 쉽게 확인할 수 있도록 하였고, 책을 처음부터 끝까지 보지 않아도 필요하고 궁금한 부분을 쉽게 찾아 공부할 수"
44,유튜브 초급 가이드 2018  개정판 ,황대선,렛츠북,"‘10억 명이 넘는 사용자’  전체 인터넷 사용자 중 1/3 
‘88개 국가, 76개의 언어’  인터넷 사용자 중 95%가 자신의 언어로 이용 가능 
‘일일 시청 10억 시간 이상’

유튜브가 가진"
45,맛있는 디자인 프리미어 프로 CC 2019&프리미어 러시,김덕영,한빛미디어,유튜브 시대! 영상 편집에 꼭 필요한 프리미어 프로의 모든 기능을 한 번에 쉽게 배울 수 있습니다. 영상 제작 및 편집 필수 기능만 골라 담은 기본편과 감각적인 예제를 통해 배우는 활용편으로 쉽고 빠르게
46,어르신들도 쉽게 따라할 수 있는 스마트폰 활용 길라잡이,김세희,에스엔에스소통연구소,"이번에 출간하는 책은 10여년동안 스마트폰 활용 교육을 해오고 있는 SNS소통연구소에서 시니어 실버분들의 즐거운 인생을 위해 시니어 실버가 보기 편하게 제작한 책입니다.

책 크기도 A4 크기이고 글자"
47,베가스 프로 16 레퍼런스 가이드,MAGIX,Dvnest,"- 베가스 프로 16 레퍼런스의 충실한 한글 번역
- 전 페이지 컬러인쇄
- 기초적인 사용법 및 전반적인 모든 기능 소개"
48,"15초면 충분해, 틱톡!",옐언니,베가북스,"언제, 어디서나 핸드폰 하나로 촬영 및 편집이 모두 가능한 인싸들의 필수 애플리케이션 틱톡. 15초의 짧은 영상을 뚝딱 만들어 업로드할 수 있을 뿐만 아니라, 다른 사람들이 올린 재미있는 영상을 마음껏 볼 수"
49,시니어 유튜브 크리에이터 쉽게 배우고 생활에 바로 쓰는  능력향상 시리즈 시즌 2 ,오상열,아이콕스,"쉽게 배우고 생활에 바로 쓰는 능력향상 시리즈  시즌 2 

능력향상 시리즈는 컴퓨터를 잘 다루지 못하는 일반인, 컴퓨터를 처음 접하는 어르신들을 위해 만들어졌습니다. 실생활에 바로 적용할 수 있는"
50,4차 산업혁명 시대 일상이 즐거워지는 스마트폰 활용 비법,강진교,에스엔에스소통연구소,▶ 스마트폰 활용에 관한 내용을 담은 전문서적입니다.
51,똑똑한 신중년이 되기 위한 스마트폰 활용 길라잡이,이종구,에스엔에스소통연구소,▶ 스마트폰/태블릿에 관한 내용을 담은 전문서적입니다.
52,유튜브 시대 동영상 마케팅 바이블,존 모왓,유엑스리뷰 UX REVIEW ,가장 상세하고 전략적인 유튜브 동영상 마케팅 방법들! 15년 경력의 BBC PD 출신으로 영국 최고의 동영상 마케팅 전략가인 존 모왓이 풍부한 실전 경험과 오랜 연구를 거쳐 밝혀낸 소셜 미디어 영상 콘텐츠 기획과
53,베가스 프로 16 초단기 마스터북 국제공인 강사에게 배우는 ,이용태,힐북,"누구나 할 수 있습니다.
베가스 프로를 처음 접했던 18년 전이 생각납니다. 주로 프리미어와 애프터 이펙트를 사용했고， 학생들을 가르치던 때에 우연히 알게된 프로그램이었습니다. 처음 접한 베가스는"
54,헐리웃 무비 스타일 편집을 위한 히트필름 프로 초단기 마스터북,이용태,힐북,"히트필름에 대하여
시중에는 다양한 프로그램들이 다양한 직업군에서 사용되고 있습니다. 특히 동영상 편집을 위한 프로그램의 종류는 매우 다양합니다. 필자는 그동안 수 많은 동영상 편집 프로그램을 사용하고,"
55,진짜 하루만에 끝내는 프리미어 원데이클래스 ,김수진,티더블유아이지,"요즘은 전문가가 아니어도 영상편집을 해야 할 일들이 자주 생깁니다. SNS에 영상을 올릴 때도, 과제나 공모전을 할 때도, 포트폴리오를 만들거나 회사홍보영상을 찍을 때도 모두 영상편집이 필요합니다. 그런데"
56,1인 방송 시작하는 법,김기한,지노,"『1인 방송 시작하는 법』은 배우와 기자, 소셜미디어 기획자로 활동하고 있는 김기한 작가가 유튜브, 트위치, 아프리카 등 인터넷 방송을 시작하고 싶은 청소년들에게 그 실질적인 방법과 노하우를 알려주는"
57,스마트폰 활용 교육전문가 김서연과 함께하는 즐거운 스마트폰 사용법,김서연,에스엔에스소통연구소,▶ 스마트폰 활용에 관한 내용을 담은 전문서적입니다.
58,프리미어 프로 & 애프터 이펙트 & 포토샵 CC,김기범,영진닷컴,영상ㆍ디자인 콘텐츠 공모전 최多 도전 실무 노하우! 환상의 콤비 프리미어 프로+애프터 이펙트+포토샵 CC 저자의 영상 콘텐츠 공모전 10년 도전 노하우를 집약한 『프리미어 프로 & 애프터 이펙트 & 포토샵 CC』.
59,파워디렉터 17 쓱 하고 싹 배우는  쓱싹 시리즈 1 ,김영미,영진닷컴,"* 개요 및 내용
친절한 설명과 재미있는 실습 예제가 큰 그림과 큰 글씨로 담겨 있어 누구나 쉽고 빠르게 배울 수 있어요!

요즘은 유튜브와 SNS 등 여러 콘텐츠를 이용한 1인 미디어가 유행하고 있습니다."
60,CATIA STL MASTER 3D Printer와 Scanner 역설계를 위한 ,김동주,세화,▶ 이 책은 3D Printer와 Scanner 역설계를 위한 CATIA STL MASTER에 대해 다룬 도서입니다. CATIA STL MASTER의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
61,Logic Pro X 10.3 CD1장포함 ,박영권,글로벌,▶ 이 책은 로직 프로 X 정복하기에 대해 다룬 도서입니다. Logic Pro X 10.3의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
62,라이브사운드 핸드북 반양장 ,박경배,아진,음향엔지니어 실무지침서 『라이브사운드 핸드북』. 음향 입문자들은 물론 공연 관련 종사자들에게 라이브 사운드를 좀 더 친숙하게 이해할 수 있도록 도움을 준다. 전체적인 공연에서 중요한 부분을 차지하고
63,아이폰  아이패드 앱 마케팅,제프리 휴즈,에이콘출판,『아이폰  아이패드 앱 마케팅』은 아이폰 앱의 제작에서 홍보까지 마케팅에 대한 모든 것을 체계적으로 살펴볼 수 있는 가이드북이다. 반짝이는 아이디어만 믿고 성급하게 개발에 착수하는 실수를 범하고 있는
64,디지털 사진의 정석: 디지털 암실,노연숙,디지털북스,"이미지는 감성적이지만, 이미지를 구성하고 있는 요소는 논리적입니다. 따라서 디지털 이미지를 구성하고 있는 데이터의 의미와 성격을 이해하면 보다 효율적으로 원하는 스타일의 이미지를 완성할 수 있습니다."
65,구글 스마트 앱 활용 30선 교직업무에 필요한 ,문택주,에듀박스,『구글 스마트 앱 활용 30선』은 교사들의 학교 업무 향상에 도움이 되는 구글의 서비스와 스마트기기에서 사용되는 필수적인 스마트 앱을 활용하는 내용을 담고 있다. 수업은 물론 학급관리와 학부모와의
66,유튜브 YouTube  콘텐츠로 스타 되고 광고로 수익 얻는 ,유튜브 연구회,길벗,"『콘텐츠로 스타 되고 광고로 수익 얻는 유튜브 YouTube 』는 전세계에서 가장 큰 동영상 사이트 ‘유튜브’를 활용하기 위한 지침서이다. 가입하는 방법, 동영상 업로드 방법, 내 채널 관리 방법, 동영상에 광고"
67,베가스 프로 13 누구나 쉽게 따라하며 배우는 ,양두석,인투북스,『베가스 프로 13』은 영상 편집의 기초를 확실하게 다질 수 있게 구성한 책이다. 엄선된 예제를 따라 하면서 손쉽게 스마트한 동영상을 편집할 수 있도록 하였다.
68,알씨 & 알씨 꾸미기 & 알씨 동영상 만들기 사진에 추억을 남기는 ,이정민,인투북스,"『알씨 & 알씨 꾸미기 & 알씨 동영상 만들기』는 무료 소프트웨어 개인 인 알툴즈 제품군을 다룬 책으로 알씨 꾸미기로 사진 편집을 하고, 알씨 동영상 만들기로 사진을 동영상으로 만들 수 있도록 구성하였다."
69,Nuke 7+8 1부 동영상으로 배우는 ,정원욱,Nstart,『동영상으로 배우는 Nuke 7+8 1부』는 13시간 14분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성했다. Nuke 7과 Nuke 8의 최신 기능들을 초보자도 쉽게 이해할수 있도록 기초부터 자세히 설명하고
70,베가스 프로 15 동영상으로 배우는 ,이관철,Nstart,"이 도서는 9시간 35분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, 베가스 프로 15의 최신 기능들을 초보자도 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해 실습을"
71,베가스 프로 17 동영상으로 배우는 ,이관철,Nstart,"이 도서는 8시간 49분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, 베가스 프로 17의 기능들을 입문자가 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해 실습을 함께 할"
72,프리미어 프로 실전 예제 작업의 기술 CD1장포함 ,김성욱,혜지원,『프리미어 프로 실전 예제 작업의 기술』는 프리미어 프로의 기본적인 기능을 익힌 사용자들이 부담없게 프리미어 프로의 기능을 익힐 수 있도록 구성하였다. 러 기능을 접목하여 다양한 영상을 만들어낼 수 있는
73,돈 버는 유튜브 처음부터 제대로 만들기,이영호,혜지원,"아프리카 TV 인기 BJ이자 유튜브 채널 1인 제작자의 노하우 대공개!
돈 버는 유튜브 처음부터 제대로 만들기

유튜브 1인 제작자가 매월 대기업 연봉에 버금가는 수입을 번다?
그런데 제대로 알려 주는 도서가"
74,베가스 프로 16,김성욱,혜지원,"영상 편집의 기본기를 익힐 수 있는 간단한 예제부터 시작하여 점차 수준을 높여 다양한 효과를 사용한 결과물을 만들어 낼 수 있도록 구성하였습니다.

이 책은 영상 편집 입문자가 베가스 프로 16을 통해 쉽고"
75,PRAAT: 음성 분석 프로그램 SiTEC 총서 1 ,박한상,한빛문화,"음성 분석 프로그램인 Praat의 사용법을 소개하는 책. 측정 결과의 신빙성을 높일 수 있는 음성 분석 프로그램의 내용을 쉽게 다루고 있다. 음성학을 공부하는 학생, 음운론을 전공하는 언어학도, 시를 전공하는"
76,스마트폰 20대처럼 활용하기 쉽게 따라하며 배우는 , 재 행복한에코폰,씨앤아이북스,"『스마트폰 20대처럼 활용하기』은 스마트폰의 구조와 구조별 기능, 간단하게는 통화법부터 사진 찍기, 연락처 사용법과 TV시청, 정보포털 및 실생활에 필요한 학습, 일상생활, 건강, 오락, 휴식용 앱 활용뿐만"
77,피날레 Finale  25 2016  최이진의  개정판  CD1장포함 ,최이진,노하우,"악보 사보의 표준 툴로 사용되고 있는 피날레가 64비트 운영체제에 맞추어 좀 더 쉽고 빠르게 작업할 수 있도록 업그레이드 되었다. 특히, 큐베이스나 로직과 연동하여 사용할 수 있는 리와이어 기능을 지원하여"
78,믹싱과 마스터링 최이진의 ,최이진,노하우,"『믹싱과 마스터링』은 EDM, HIP-HOP, R&B, ROCK 장르의 믹싱과 마스터링 기법을 실습으로 익힐 수 있도록 안내하고 있다. 국내 컴퓨터 음악 서적 카테고리를 만든 최이진의 친절한 설명으로, 입문자도"
79,POP 편곡법 with Kontakt  최이진의 ,최이진,노하우,"편곡을 잘하는 방법은 편곡이 잘되었다고 소문난 곡들을 분석하고 카피해보는 것이다. 본서는 170여곡의 팝 음악을 예제로 뭐가 안 좋은지, 어떻게 수정하면 좋은지를 자세하게 설명하고 있다. 특히, 악기 별로"
80,스마트한 생활을 위한 버전2 UCC 제작&편집,IT교재연구팀,시대인,『스마트한 생활을 위한 버전2 UCC 제작&편집』은 UCC에 대한 이해도를 높이고 자신만의 개성을 살린 UCC를 제작할 수 있도록 [기획/준비]-[제작]-[게시] 과정을 모두 담아 처음부터 끝까지 과정을 살펴볼 수
81,스마트한 생활을 위한 버전2 스마트폰을 활용한 UCC 스마트한 생활을 위한 버전2 ,정동임,시대고시기획,"● 따라하기 : 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있습니다.
● 배움터 : 따라하면서 부족한 내용이나 알아두어야 할 사항들을 추가적으로 설명하여 실력을 한 단계 더 끌어 올립니다.
●"
82,스마트한 생활을 위한 버전2 동영상 제작&편집,정동임,시대인,"* 따라하기 : 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있습니다.
* 배움터 : 따라하면서 부족한 내용이나 알아두어야 할 사항들을 추가적으로 설명하여 실력을 한 단계 더 끌어 올립니다.
* 디딤돌"
83,비디오 코덱과 동영상 포맷 2017  개정판 ,김도훈,커뮤니케이션북스,영상 제작에서 비디오 코덱은 왜 중요한가? 기술적 오류를 줄여 고품질 영상을 제작할 수 있다. 동영상 포맷을 왜 알아야 하나? 영상 제작 초기 단계에서 목적에 맞는 포맷을 선택해 시간과 예산을 절약할 수
84,FAUST를 이용한 사운드 프로그래밍 융합기술 시리즈 2 ,채진욱,씨아이알,"자신만의 악기나 사운드 프로세서를 만들고 싶어 하는 분들을 위한 [FAUST를 이용한 사운드 프로그래밍]. 책은 FAUST와의 첫 만남부터 소리의 음정 조절하기 GUI 설정 , 소리의 음색 바꿔보기 필터 적용하기 ,"
85,사운드 디자인 상상 속의 소리를 현실로  융합기술 시리즈 5 ,채진욱,씨아이알,"‘원서를 읽는 것이 어려운 이유는 영어 때문이 아니라 용어 때문이다.’
그렇습니다. 대부분의 원서 교재들 특히 기술 서적의 경우 이 어렵게 느껴지는 것은 영어보다는 용어 때문입니다. 용어에 대한 정확한"
86,디지털 영상처리 이론과 실습으로 배우는  IT COOKBOOK 221 ,심동규,한빛아카데미,"이론과 실습으로 배우는 디지털 영상처리 핵심 개념 『디지털 영상처리』. 디지털 영상처리의 기초 개념부터 영상 변환 기술, 영상 해석 기술, 동영상 처리 기술의 다양한 기본 이론을 소개합니다. 기본 개념을"
87,Finale 쉽게 따라하기 개정증보판 ,김정민,스코어 score ,"이 책의 장점은 크게 네 가지로 구분할 수 있습니다. 
1. 책을 가볍게 만들었습니다. 그동안 무거운 매뉴얼 북을 가지고 다니느라 어깨가 아프셨죠? 최소한의 무게로 부담을 줄이고, 언제 어디든 간편하게 가지고"
88,러닝! OpenCV 3 위키북스 데이터 사이언스 시리즈 14 ,아드리안 캘러,위키북스,빠르게 팽창하고 있는 컴퓨터 비전 기술 분야를 이 실용서로 시작하라. 오픈 소스 OpenCV 라이브러리 창시자인 아드리안 캘러 Adrian Kaehler 와 개리 브래드스키 Gary Bradski 가 쓴 이 책은 개발자와 재미로
89,포토샵 & 프리미어프로CC 무작정 따라하기 2019 ,민지영,길벗,"포토샵&프리미어 프로 CC 2019의 새로운 버전 출시에 맞춰 새롭게 선보이는 『포토샵&프리미어 프로 CC 2019 무작정 따라하기』는 사용자가 가장 쉽고, 빠르게 포토샵과 프리미어 프로를 배울 수 있도록 기본"
90,된다! 김메주의 유튜브 영상 만들기 전면개정판 ,김혜주,이지스퍼블리싱,"★ 유튜브 분야 베스트셀러 〈된다! 김메주의 유튜브 영상 만들기〉 전면 개정판 출시! 
★ 유튜브 시작 1년 만에 구독자 10만 명!★ 예능 자막부터 비밀스런 광고 수익까지, 가장 빨리 유튜버가 되는 9가지"
91,신중년이 쉽게 배우고 따라하는 스마트폰 활용,허수연,에스엔에스소통연구소,"이번에 출간하는 책은 10여년동안 스마트폰 활용 교육을 해오고 있는 SNS소통연구소에서 시니어 실버분들의 즐거운 인생을 위해 시니어 실버가 보기 편하게 제작한 책입니다.

책 크기도 A4 크기이고 글자"
92,스마트폰 교육 전문가와 함께하는 즐거운 스마트폰 활용,문정임,에스엔에스소통연구소,"이번에 출간하는 책은 10여년동안 스마트폰 활용 교육을 해오고 있는 SNS소통연구소에서 시니어 실버분들의 즐거운 인생을 위해 시니어 실버가 보기 편하게 제작한 책입니다.

책 크기도 A4 크기이고 글자"
93,스마트한 신중년을 위한 스마트폰 활용 교육,김인숙,에스엔에스소통연구소, 
