순위,제목,저자,출판사,요약
24,"1등 코딩, 스크래치 최고의 아빠가 알려주는 ",김종훈,한빛미디어,"- 우리 아이 1등할 수 있도록, 아빠가 직접 집필한 스크래치 책 
이 책은 자신의 아들도 막힘없이 그대로 따라할 수 있도록 아빠가 직접 집필한 스크래치 책입니다. 덕분에 이 책의 이전 판 販  도서를 학습한"
25,PC진단 문제해결 무작정따라하기,이순원,길벗,『PC진단 문제해결 무작정따라하기 윈도우 10 』는 최신 운영체제인 윈도우 10을 적용하여 윈도우10의 신기능부터 최신 하드웨어 관리까지 한 번에 알 수 있도록 구성한 책이다. 하드웨어 또는 윈도우에 문제가
26,펀보드야 놀자 with 엔트리,창의콘텐츠연구소,해람북스 구 북스홀릭 ,"4차 산업혁명 시대, 창의융합 인재로 성장하기 위한 컴퓨팅 사고력이 요구되고 있습니다. 이러한 요구에 발맞춰 펀보드 교구와 엔트리 프로그램을 통해 초보자들도 쉽고 재미있게 피지컬 컴퓨팅에 대해 학습하고"
27,"수학, 과학이 더 재미있어지는 엔트리 코딩",문택주,영진닷컴,2019년부터 정규 과정으로 채택되면서 소프트웨어 교육은 학생뿐 아니라 선생님들에게도 그 중요성이 강조되고 있습니다. 소프트웨어 교육의 궁극적인 목표는 컴퓨팅 사고력의 향상입니다. 컴퓨팅 사고력은 복잡한
28,에버노트 사용설명서 2판 ,홍순성,영진닷컴,"‘에버노트 사용설명서 2nd Edition’은 ‘에버노트 사용설명서’의 개정판으로, 전체적인 내용을 업그레이드 하여 최신 버전에 맞도록 재구성하였다. 에버노트에 관심은 있으나 정작 어떻게 사용하고 활용하는지"
29,즐거운 메이커 놀이 활동: 마이크로비트,홍지연,영진닷컴,"상상하고, 만들고, 공유하라!
손쉽게 다룰 수 있는 SW 교구인 마이크로비트를 사용하여
우리 아이를 위한 즐거운 메이커 놀이 활동을 해보자!

4차 산업혁명 시대에는 인공지능, 사물인터넷, 로봇, 가상현실"
30,코딩 개념 사전 코딩책과 함께 보는  궁리 IT's story 시리즈 ,김현정,궁리,"★★★★★ SW교육 교양 필독서 ★★★★★
'코딩 어휘력'이 진짜 실력이다! 입문자를 위한 단단한 코딩 공부법
초등/중학생 소프트웨어 SW 교육 의무화!

소프트웨어 코딩에 대한 관심이 뜨겁다. 학교의 정규"
31,스크래치 for 아두이노 S4A  Scratch for Arduino ,우지윤,디지털북스,"기존의 스크래치에 아두이노를 작동시킬 수 있는 블록을 추가한 프로그래밍 도구 S4A  Scratch for Arduino 를 소개하는 책이다. 스크래치로 프로그래밍 하고, 실제 움직이는 하드웨어는 아두이노로 작동할 수"
32,비버챌린지. 2: 비버챌린지로 배우는 정보과학 고등학생용 ,한국비버챌린지,생능출판사,비버챌린지 Bebras Challenge 는 현재 세계 70여 개국에서 시행되고 있는 최고의 컴퓨팅 사고력 챌린지이다. 한국비버챌린지 Bebras Korea 는 2016년 국제비버챌린지워크숍에 처음 참가하였고 2017년 비버챌린지의
33,코듀 프로그래머 한글판  프로그래밍 시리즈 ,코딩 연구회,아카데미소프트,"☞ 간단하게 어렵지 않게!
☞ 코딩 프로그래밍  교육을 시작할 수 있습니다!
☞ 잼있는 예제와 놀라운 방법으로 해결해 나가는 코딩교재!
◆ Chapter 01~24 각종 게임을 통한 차시별 학습 단계
- 차시별로"
34,플레이헨리로 만드는 애니메이션,KIE 기획연구실,아카데미소프트,플레이헨리로 만드는 애니메이션은 '플레이헨리' 프로그램으로 애니메이션을 직접 만들어볼 수 있도록 도와준다.
35,스마트한 생활을 위한 버전2: 포토스케이프,장경숙,시대인,"* 따라하기 : 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있습니다.
* 배움터 : 따라하면서 부족한 내용이나 알아두어야 할 사항들을 추가적으로 설명하여 실력을 한 단계 더 끌어 올립니다.
* 디딤돌"
36,스마트한 생활을 위한 버전 2: 인터넷 활용,IT교재연구팀,시대인,"* 따라하기 : 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있습니다.
* 배움터 : 따라하면서 부족한 내용이나 알아두어야 할 사항들을 추가적으로 설명하여 실력을 한 단계 더 끌어 올립니다.
* 디딤돌"
37,윈도우10 & 인터넷 기초 씽크톡톡 ,웰북교재연구회,웰북, 
38,코딩의 신: 컴퓨팅 사고력편 헬프 IT ‘코딩의 신’ 시리즈 ,이은애,지앤선,"2019년 부터는 4차 산업혁명에 대비하고 아이들의 프로그래밍 능력을 통해 사고력과 창의력을 키우기 위해 초등학교부터 코딩 교육이 의무화됩니다. 

이 흐름에 맞춰 지앤선이 아이들 코딩교육을 위한 도서를"
39,코딩 교육을 위한 마이크로비트,아이씨뱅큐,제이펍,"아무것도 몰라도 할 수 있어요! 
마이크로비트로 배우는 코딩의 기초!

마이크로비트는 영국 BBC에서 코딩 교육용으로 개발한 오픈소스 하드웨어랍니다. 마이크로비트를 사용하면 로봇부터 전자악기까지 모든"
40,창의력을 키우는 앱 인벤터,김경희,연두에디션,▶ 앱 인벤터에 관한 내용을 담은 전문서적입니다.
41,코딩 요리왕되기 끝짱 ,씨엔씨에듀 R&D팀,씨앤씨에듀케이션,"엔트리를 처음 접하는 초등학생을 위한 완전 쉬운 코딩 기초 교육용 교재

 이 책은 엔트리를 처음 접하는 초등학생들을 위한 코딩 교육용 교재로 학생들이 좋아할만한 직업체험을 접목한 완전 쉬운 코딩기초"
42,코딩으로 지구정복,코인: 코딩하는 사람들,넥서스,"코딩이나 프로그래밍 대한 기본적인 개념을 가볍고 쉽게 이해하고, 
실제로 몇몇 프로그래밍 언어를 통해 전자계산기를 코딩해 보고, 
행운 번호 추첨기도 만들어 보는 등, 프로그래밍의 기초를 이해하기 쉽고"
43,We Can Do It! with WeDo 2.0,박정호,핸즈온테크놀러지,"“We Can Do It! with WeDo 2.0” 교재는 LEGO? WeDo 2.0 교구를 활용하여 4계절을 배경으로, 계절마다 재미있는 과학 이야기로 구성된 메이커 & 코딩 교재입니다. 
계절별 6차시로 구성된 본 교재는 차시마다"
44,창의력 컴퓨터 교실: 픽슬러,렉스 기획팀,렉스미디어닷넷,창의력 컴퓨터 교실 시리즈는 초등학교 교육을 위해 만들어진 도서로 모든 교재를 24강으로 나누어 특기 적성 교육에  활용할 수 있도록 개발되었다. 이 책 [창의력 컴퓨터 교실: 픽슬러]는 누구나 쉽고 빠르게
45,초등 소프트웨어교육의 이해와 실제,박정호,휴먼싸이언스,▶ 이 책은 초등 소프트웨어교육의 이해와 실제에 대해 다룬 도서입니다. 초등 소프트웨어교육의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
46,"스크래치의 모든 것, 블록부터 게임까지! 코딩 첫걸음 시리즈 2 ",이원규,교학사,"스크래치 Scratch 는 전 세계적으로 프로그래밍 교육을 시작하는 학생들에게 가장 많이 활용되고 있는 교육용 프로그래밍 언어입니다. 미국 MIT에서 만든 그래픽 프로그래밍 언어로, 레고 블록을 조립하듯이"
47,IT 탐정단. 1: 유령이 나타났다! by 아두이노 우당탕탕 ,블루컴,예문사,‘메이커 운동’에 대해 들어보셨나요? 필요한 물건들을 직접 만들어 쓰는 사람들을 메이커Maker라고 부르는데요. 미국은 땅이 넓기 때문에 뭔가 수리하거나 만들기 위해 기술자가 출장을 올 경우 그 비용이
48,컴퓨터 쉽게 배우기 한권으로 끝내는  CD1장포함 ,김륜옥,영진닷컴,"- 독자대상 : 윈도우7, 한글, 엑셀, 파워포인트, 포토샵 프로그램 사용자
- 구성 : 기능 및 예제 + 따라하기식 설명
- 특징
① 업무에 공통적으로 필요한 컴퓨터 사용법을 꼼꼼히 소개
② 업무에 필요한 각종"
49,뚜루뚜루와 함께하는 처음 코딩_EPL 세트 전2권 ,이정서,영진닷컴,▶ 코딩에 관한 내용을 담은 전문서적입니다.
50,"마이크로비트, 상상을 현실로 만드는 프로젝트 입문편",이준혁,영진닷컴,"마이크로비트 micro:bit 는 영국 BBC에서 만든 손바닥만 한 작은 컴퓨터입니다. 크기는 5*4cm 정도로 작지만, 앞면에 있는 LED 매트릭스로 원하는 글자나 그림을 표시하거나 센서를 사용하는 등 매우 다양한"
51,"마이크로비트, 상상을 현실로 만드는 프로젝트 입문편 + 스마트카 키트 세트",이준혁,영진닷컴,"마이크로비트 micro:bit 는 영국 BBC에서 만든 손바닥만 한 작은 컴퓨터입니다. 크기는 5*4cm 정도로 작지만, 앞면에 있는 LED 매트릭스로 원하는 글자나 그림을 표시하거나 센서를 사용하는 등 매우 다양한"
52,자바스크립트 Java Script 1학년,리브로웍스,성안당,"만화처럼 빨려 들어가는 비주얼한 프로그래밍 입문서 1학년 시리즈! 
야옹 선생님, 쥐돌이와 함께라면 뮤직플레이어 웹 앱도 뚝딱!

누구에게나 가볍고 쉬운 자바스크립트 입문서!
  자바스크립트
JavaScript"
53,스크래치 주니어 워크북,한선관,성안당,"어린이 코딩 교육의 아버지, ‘로고 LOGO ’라는 유아용 프로그래밍 언어를 만든 유명한 컴퓨터 과학자이자 발달학습이론의 권위자인 MIT의 세이모어 페퍼트 Seymour Papert  교수는 “뭔가를 만드는 것이 뭔가를"
54,팅커캐드 3D 모델링과 아두이노 & 3D 프린팅 활용 가이드북,노수황,대광서림, 
55,스마트폰과 하드웨어 수리이야기,백영훈,도서출판과학기술,"『스마트폰과 하드웨어 수리이야기』는 전자이론을 바탕으로 다양한 하드웨어를 수리하는 방법을 안내한 책이다. 모니터 MONITOR , 메인보드 MAINBORD , 노트북 LAPTOP , 스마트폰 SMART PHONE  등 각 하드웨어의"
56,생활 속 SW 코딩의 발견. 1 언플러그드 SW 코딩 교육을 위한 ,이재호,정일,SW 코딩 교육을 처음 시작하는 상황에서 어떤 소재가 전 국민을 대상으로 하는 SW 코딩 교육 소재로 적합가를 고민하던 저자는 남녀노소 전 세계 사람 모두가 사용하고 경험하는 생활 속 소재로 '신호등'을
57,생활 속 SW 코딩의 발견. 2,이재호,정일,▶ 코딩에 관한 내용을 담은 전문서적입니다.
58,그림과 이야기로 쉽게 배우는 소프트웨어와 코딩 첫걸음 IT's story 1 ,김현정,궁리,"컴퓨터는 우리 생활에 없어서는 안 될 필수품이 되었고, 이제는 내 주위가 컴퓨터로 둘러싸이는 사물 인터넷의 시대로 접어들고 있다. 세상 모든 만물의 이치는 우리 생활의 소소한 것들에서부터 시작되지만,"
59,엔트리 & 햄스터 컴퓨터 사고력에 디자인 씽킹을 활용한  쉽게 배우는 SW 코딩 교육 시리즈 ,박찬규,삼양미디어,"엔트리는 누구나 무료로 SW 교육을 받을 수 있게 개발된 플랫폼 교육 개발 환경 으로, ‘엔트리&햄스터’를 통해 코딩의 기본 구조인 순차, 반복, 선택 구조와 프로그래밍에 꼭 필요한 개념을 익혀 실생활 및"
60,이지포토: 디자이너 꿈 키우기 알참 ,렉스기획팀,렉스미디어닷넷,흥미를 갖고 컴퓨터를 재미있게 학습할 수 있도록 구성한 『알참』 이지포토 《디자이너 꿈 키우기》편. 알참 시리즈는 초등학교 교육을 위해 만들어진 도서로 모든 교재를 24강으로 나누어 특기 적성 교육에
61,앱인벤터 코딩스쿨 ,렉스기획팀,렉스미디어닷넷,▶ 앱인벤터에 관한 내용을 담은 어린이 서적입니다.
62,"게이미피케이션, 교육에 게임을 더하다 에이콘 모바일 프로그래밍 시리즈 ",칼 카프,에이콘출판,"게임화는 효과적인 마케팅 도구로 각광 받고 있으며 다양한 목적의 교육과 훈련, 학습에도 탁월한 효과를 발휘한다. 꼭 필요하지만 지루하고 따분한 학습 활동에 재미와 흥미를 불어넣어주는 게임화는 다양한"
63,Google 모바일 앱 마케팅,임현재,디지털북스,▶ 이 책은 Google 모바일 앱 마케팅을 다룬 이론서입니다.
64,내 컴퓨터 관리하기,코드미디어,가람사,"이 책은 인터넷 환경에 맞추어 컴퓨터를 관리하고 사용하는 방법을 여러분께 알려 드립니다. 컴퓨터 파일 정리하기, 컴퓨터 관리하기, 바이러스 막아내기, 인터넷에서 글과 그림 다운로드 받아 정리하기, 클라우드"
65,이러닝 제작과 활용 쉽고 간단한 ,신호영,영민,▶ 이 책은 컴퓨터교육을 다룬 이론서입니다. 컴퓨터교육의 기초적이고 전반적인 내용을 학습할 수 있습니다.
66,코딩교육 스크래치 미래를 여는 ,박일선,한티미디어,"세계적으로도 미국, 유럽, 호주 많은 나라들은 이미 디지털 지식을 공교육에서 필수 과목으로 가르치고 있으며 수업의 질을 높이고 교육의 기회를 높이기 위해서 봉사 단체, 도서관 등을 이용해서 폭 넓게"
67,구글 클래스룸 실무 레시피,Google Educator Group South Korea,프리렉,이 책은 구글이 제공하는 G Suite for Education 설루션과 그 활용에 관한 책이다. 이를 소개하는 이전 저서를 통해서 많은 교육자가 구글이 제공하는 설루션을 사용하기 시작하였고 전국 각지에서 너무나
68,스크래치 꼬마 해커의 작업실 수프 ,김종훈,한빛미디어,놀이하듯 스크래치 프로그래밍으로 게임을 만들어 어린이의 상상력을 키워주고 문제해결능력을 길러줍니다.
69,와이즈 컴박사. 4: 시간을 넘나들며 펼쳐지는 컴퓨터 대모험,IT 도서 R&D팀,에이스 ME,"개정된 와이즈 컴박사 시리즈 4권
재미와 내용이 알차게 꾸며진 어린이 컴퓨터 입문서입니다. 딱딱할 수 있는 컴퓨터 이야기를 꼬마 전구 로봇 ‘알투’와 함께 하는 모험으로 쉽게 풀어 다가갈 수 있게"
70,두근두근 앱 인벤터,전우천,생능출판사,그동안 스마트 앱 개발은 앱 개발 환경을 이해하고 또한 일정한 앱 프로그래밍 능력을 갖춘 전산학전 공자들에게만 한정되었다. 하지만 『두근두근 앱 인벤터』에서 소개할 앱 인벤터는 그래픽 사용자 환경을
71,소프트웨어 교육 방법 컴퓨팅 사고력을 위한 ,한선관,생능출판사,"새로운 패러다임의 소프트웨어 교육의 교수ㆍ학습 안내서 『소프트웨어 교육 방법』의 저자들은 나라의 미래를 위해, 미래 세대를 위해 10년간의 창의컴퓨팅 컴퓨팅 사고  교육을 현장에 적용하고 확산시켜 왔다."
72,비버 챌린지 2017년도 기출문제집: 중학생용,Bebras Korea,생능출판사,"“비버 챌린지 2017년도 기출문제집 중학생용 ”은 한국 비버 챌린지를 주관하는 Berbras Korea가 직접 집필한 비버 챌린지 공식 교재입니다. 
비버 챌린지는 현재 세계 58개국에서 시행되고 있는, 전 세계 최대,"
73,비버 챌린지 2017년도 기출문제집 초등 3~4학년 ,Bebras Korea,생능출판사,"“비버 챌린지 2017년도 기출문제집 초등학교 3~4학년용 ”은 한국 비버 챌린지를 주관하는 Berbras Korea가 직접 집필한 비버 챌린지 공식 교재입니다. 
비버 챌린지는 현재 세계 58개국에서 시행되고 있는, 전"
74,비버 챌린지 2017년도 기출문제집 초등 5~6학년 ,Bebras Korea,생능출판사,"“비버 챌린지 2017년도 기출문제집 초등학교 5~6학년용 ”은 한국 비버 챌린지를 주관하는 Berbras Korea가 직접 집필한 비버 챌린지 공식 교재입니다. 
비버 챌린지는 현재 세계 58개국에서 시행되고 있는, 전"
75,비버 챌린지 2017년도 기출문제집 고등학생용 ,Bebras Korea,생능출판,"“비버 챌린지 2017년도 기출문제집 고등학생용 ”은 한국 비버 챌린지를 주관하는 Berbras Korea가 직접 집필한 비버 챌린지 공식 교재입니다. 
비버 챌린지는 현재 세계 58개국에서 시행되고 있는, 전 세계"
76,스크래치 3.0 컴퓨팅 사고를 위한 ,한선관,생능출판,"이 책은 지금까지 경험하지 못한 코딩 교육의 진수를 보여준다. “코딩 교육이 가야 할 방향은 컴퓨팅 사고력을 높이는 것이다.”라고 이 책의 저자들이 말하듯, “디지털 시대에 적합한 창의력과 문제해결력을"
77,비버 챌린지: 2018년도 기출문제집 초등학생용 ,한국비버챌린지,생능출판,"비버챌린지 Bebras Challenge  공식 교재 

2017년은 컴퓨팅 사고력 신장을 위한 한국 정보 교육 구체화의 출발점이 되는 해이다. 비버 챌린지는 현재 58개국에서 시행되고 있는 최고의 컴퓨팅 사고력 챌린지로,"
78,비버 챌린지: 2018년도 기출문제집 중고등학생용 ,한국비버챌린지,생능출판,"비버챌린지 Bebras Challenge  공식 교재 

2017년은 컴퓨팅 사고력 신장을 위한 한국 정보 교육 구체화의 출발점이 되는 해이다. 비버 챌린지는 현재 58개국에서 시행되고 있는 최고의 컴퓨팅 사고력 챌린지로,"
79,스크래치 주니어로 시작하는 우리 아이 첫코딩,김경철,광문각,"[2019 세종도서 학술부문  선정]

2016년 다보스 세계경제포럼 WEF 에서 ‘4차 산업혁명’이 언급되며 세계적인 화두로 떠올랐습니다. WEF는 〈일자리의 미래〉라는 보고서에서 4차 산업이 중심이 되는 미래"
80,신기한 컴퓨터 나라. 2 Windows10 으로 떠나는 ,이대명,아카데미소프트,『신기한 컴퓨터 나라』 제2권은 컴퓨터 및 Windows 10에 관련된 다양한 기능들을 학습할 수 있도록 구성하였다. 각 차시별로 배울 내용에 대한 간단한 기능 설명과 함께 완성된 이미지를 보여주고 각 차시에서
81,처음으로 배우는 엔트리 프로그래밍 시리즈 ,엄정녀,아카데미소프트,"『처음으로 배우는 엔트리』는 엔트리를 처음 배우는 학생들의 눈높이에 맞추어 쉽고 재미있는 예제와 함께 프로그래밍에 필요한 기초적인 내용 반복문, 조건문 등 들로 본문 내용을 구성하였다. 예제에 맞추어"
82,코딩+파포. 3 엔트리  컴놀  코딩 시리즈 ,장민지,코딩아카데미,"Chapter 01 ~ 24 본문 내용
- 홀수 1, 3...  차시는 파워포인트 2010의 다양한 기능을 이용하여 엔트리에서 사용할 여러 가지 캐릭터 및 배경을 만들 수 있도록 구성되어 있습니다.
- 짝수 2, 4...  차시는"
83,인터넷 컴퓨터 쉽게 따라하기 초보자를 위한 ,한국정보사회진흥원,한국정보사회진흥원,"초보자를 위한 인터넷과 컴퓨터 입문서. 원도우 XP를 대상으로, 컴퓨터 켜기부터 인터넷 뱅킹까지 따라하기 형식으로 구성하여 쉽게 배워나갈 수 있도록 꾸몄다. 

컴퓨터 안전하게 켜고 끄기, 마우스 사용법"
84,메이크코드 & 마인크래프트 에듀케이션 에디션: 입문편,나상호,테크빌교육 즐거운학교 ,▶ 프로그래밍에 관한 내용을 담은 전문서적입니다.
85,E러닝지도실무 4판 ,한국U러닝연합회,콘텐츠미디어,"e러닝이 기존 교육 및 학습의 디지털화를 넘어서 차세대 고부가가치 지식산업으로 성장하고 있습니다. 
e러닝을 적절하게 활용할 실무적인 지침 제공 및 e러닝의 대중화가 무엇보다 시급한 실정입니다. 이에"
86,초코파이 보드 Recipe,초등컴퓨팅교사협회, 주 한국과학,『초코파이 보드 Reciple』는 코딩과 과학을 한 번에 학습할 수 있도록 구성된 책이다. 초코파이 보드를 이용한 피지컬 컴퓨팅에 대해 확인 할 수 있다.
87,엘라스틱서치 시작하세요!  위키북스 오픈소스 & 웹 시리즈 68 ,김종민,위키북스,"[시작하세요! 엘라스틱서치]는 엘라스틱서치 검색엔진의 구조와 특징에 관해 설명하는 책이다. 책에서는 역파일 색인과 검색엔진의 개념, 클러스터와 노드로 구성된 엘라스틱서치의 시스템 구조, 검색을 위한"
88,인터넷 정보검색 & 한글 문서작성 스마트한 생활을 위한 ,IT교재연구팀,시대인,"[스마트한 생활을 위한 인터넷 정보검색 & 한글 문서작성] 기본적인 인터넷 검색 방법에 대해 알아보고, 한글 2010을 통해 문서 작성에 필요한 방법들을 공부하며 정보 검색을 통해 얻은 결과를 문서 작성 시"
89,인터넷 뚝딱뚝딱 배우는 ,이종선,시대인,"[뚝딱뚝딱 배우는 인터넷]은 인터넷 익스플로러 기초 입문서로, 누구나 쉽게 배울 수 있도록 구성한 책이다. 책은 인터넷을 활용하는 방법과 다양한 기능에 대해 다루고 있다."
90,스마트한 생활을 위한 버전2: 구글크롬 기초&활용 개정판 ,IT교재연구팀,시대인,"* 따라하기 : 따라하기 방식으로 내용을 구성하여 쉽게 습득할 수 있습니다.
* 배움터 : 따라하면서 부족한 내용이나 알아두어야 할 사항들을 추가적으로 설명하여 실력을 한 단계 더 끌어 올립니다.
* 디딤돌"
91,"Zotero 활용하기 나만의 자료를 수집하고, 공유하자! ",김지형,북앤에듀,▶어린이컴퓨터에 관한 내용을 담은 전문서적입니다.
