순위,제목,저자,출판사,요약
29,마인크래프트 세계 건축 여행: 아시아와 아프리카 달인과 함께하는  양장본 HardCover ,히류,한빛미디어,"마인크래프트로 세계의 유명 건축물을 직접 만들며 여행을 떠나자

마인크래프트는 마치 레고처럼 가상의 세계에서 정육면체 블록을 쌓는 단순한 게임이다. 그러나 약간의 노하우와 번뜩이는 아이디어가 있다면"
30,이론과 실전으로 배우는 게임 시나리오,이진희,한빛미디어,"소설의 문법과 게임의 문법은 분명 다르다. 그 차이를 알고 작업하는 사람은 드물며, 심지어 자신이 만드는 게임을 플레이조차 하지 않는 작가도 있다. 유명한 소설가나 작가와 협업하고도 큰 성과가 나지 않는"
31,월드 오브 더 위쳐: 비주얼 히스토리 북 양장본 HardCover ,CD PROJEKT RED,비엘북스,"[더 위쳐 The Witcher ]는 폴란드의 경제학자이자 소설가인 안제이 사프콥스키 Andrzej Sapkowski 에 의해 집필된 소설로, 검술과 마법을 구사하며 이형의 몬스터들을 제압하는 돌연변이 인간 위쳐 의 활약상을"
32,게임 디자인 워크숍,트레이시 풀러턴,길벗,"오늘도 똑같은 게임만 만들고 있는가? 혁신을 추구하는, 10년 동안 실전에서 입증된 방법론을 담았다. 플레이 중심으로 접근하는 게임 디자인 방법으로 독창적인 아이디어를 직접 게임으로 만들어보자. 아이디어"
33,로블록스 캐릭터 대백과 양장본 HardCover ,ROBLOX,영진닷컴,"로블록스 제작사에서 알려주는
100명의 로블록스 인기 캐릭터!
로블록스 ROBLOX 는 시뮬레이션이나 PVP, RPG 등 다양한 종류의 게임을 플레이하고, 플레이어가 여러 아이템으로 자신만의 게임 아바타를 꾸미고,"
34,로블록스 공식 가이드북 배틀 게임 편,ROBLOX,영진닷컴,"로블록스 ROBLOX 는 시뮬레이션이나 PVP, RPG 등 다양한 종류의 게임을 플레이하고, 플레이어가 여러 아이템으로 자신만의 게임 아바타를 꾸미고, 직접 게임을 제작할 수도 있는 온라인 소셜 게임 플랫폼입니다."
35,오버워치 공식 월드 가이드북 세트 전2권 ,Blizzard Entertainment,온다,"블리자드의 인기 게임 오버워치 공식북 세트, 국내 최초 출간! 오버워치 OVERWATCH 의 공식 월드 가이드북과 공식 포스터북으로 구성되어 있으며, 구매 전 고객에게 인기 캐릭터 5종 기념 카드, 사전 예약"
36,유니티 응용 앱 개발하기,편기현,정익사,▶ 이 책은 유니티 응용 앱 개발에 대해 다룬 도서입니다. 유니티 응용 앱 개발의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
37,"게임, 디자인, 플레이",콜린 맥클린,정보문화사,"모든 게임 전공생, 초보부터 중간 수준의 게임 전문가, 특히 독립 게임 디자이너를 위한 『게임, 디자인, 플레이』. 레이 중심, 프로세스 주도형으로 사람들이 좋아하는 플레이를 만들어내는 게임 디자인 접근법을"
38,유니티로 만드는 네트워크 게임 개발,Taketoshi Nishimori,정보문화사,"이 책은 Unity 표준 네트워크 API인 ‘UNET’ 정식명 : Unity Multiplayer 과 mBaaS 중 하나인 ‘nifcloud mobile backend’를 사용한 실시간 및 비 실시간 네트워크 게임 개발을 위한 학습서입니다.

네트워크"
39,67가지 iOS 게임 탄생과 개발 비화 에이콘 게임 개발 프로그래밍 시리즈 ,라이언 리그니,에이콘출판,"『67가지 iOS 게임 탄생과 개발 비화』는 앱스토어 초창기 아이폰, 아이패드용 위대한 게임을 만들어낸 개척자들의 이야기로 67개의 챕터는 각각 저자가 엄선한 게임의 소개와 제작 비화로 이뤄져 있다. 일반"
40,유니티 5 메카님 캐릭터 애니메이션 acorn+PACKT 시리즈 ,제이미 딘,에이콘출판,이 책은 메카님 툴과 유니티의 여러 캐릭터 애니메이션 관련 툴의 핵심 개념 및 사용 방법을 배울 수 있는 유용한 기본서다. 애니메이션 시퀀싱을 결정할 때 스크립팅에 크게 의존해야 했던 기존 애니메이션
41,유니티 C# 스크립팅 마스터하기 acorn+PACKT 시리즈 ,앨런 쏜,에이콘출판,[유니티 C# 스크립팅 마스터하기]는 유니티에서 C#을 이용해 게임 스크립트를 작성하는 데 필요한 고급 기술들을 집중적으로 탐구해보는 중급자용 안내서다. C#과 유니티에 대한 기초적인 이해가 있는 독자를
42,게임 기획자와 시스템 기획 에이콘 게임 개발 프로그래밍 ,심재근,에이콘출판,[게임 기획자와 시스템 기획]은 다른 게임 기획 책들과는 달리 특정 경험담을 공유하거나 방대한 지식과 정보를 나열식으로 설명하지 않는다. 대신 실제 시스템 기획 업무 순서에 맞춰 설명하면서 저자의 경험을
43,언리얼 엔진 4로 나만의 게임 만들기 acorn+PACKT 시리즈 ,조안나 리,에이콘출판,[언리얼 엔진 4로 나만의 게임 만들기]는 언리얼 엔진 4에 대한 큰 그림을 그려주고 이를 통해 무엇을 할 수 있는가를 짚어주는 책이다. 한 주제에 대해 깊게 들어가지는 않지만 언리얼 엔진이 가지고 있는 큰
44,게임프로그래밍 게임엔진으로 배우는 ,천성우,에듀컨텐츠휴피아,"게임엔진으로 배우는 『게임프로그래밍』. 입문편, 기초편, 실전편으로 나누어 쉽고 재미있게 게임을 만들어볼 수 있도록 도와준다. Xcode, NSLog가 무엇인지 설명하고 Objective-C언어에 대해 자세하게 알려준다."
45,ZBrush 게임 캐릭터 디자인 열혈강의 알기쉽게 풀어놓은 비 ,김현,프리렉,"이 책은 ZBrush 프로그램으로 게임 캐릭터를 만들고 싶은 게임 캐릭터 디자이너를 위한 입문서입니다. 캐릭터를 조형하는 방법을 구체적으로 설명하고, 다양한 예제를 수록하여 초보자도 어렵지 않게 따라 할 수"
46,디자이너's Pro 모바일 게임 컨셉아트 디자인 by 포토샵 CD1장포함 ,최세웅,길벗,『디자이너's Pro 모바일 게임 컨셉아트 디자인 by 포토샵』은 다양한 프로젝트에 참여하며 활발하게 활동하고 있는 실무 아티스트가 모바일 게임 콘텐츠에 관해 좋은 아이디어를 이끌어 내고 디자인으로 표현할
47,게임 밸런스 이야기 재미있는 게임을 만드는 ,손형률,한빛미디어,이 책은 게임 밸런스를 맞추기 위한 수학적 모델을 수치 데이터로 보여준다. 구체적인 수치 데이터를 살펴보기 원하는 현업 게임 기획자라라면 큰 도움이 될 것이다.
48,게임 매니악스 슈팅 게임 알고리즘,마츠우라 켄이치로,한빛미디어,"『게임 매니악스 슈팅 게임 알고리즘』은 저자가 즐겼던 게임을 이제는 직접 만들고자 하는 아마추어 게임 프로그래머, 게임 프로그래머 입문자, 이미 업계의 훌륭한 프로그래머로 자리 잡은 이들 모두에게 아주"
49,게임 개발자를 위한 물리 개정판 2판 ,데이비드 버그,한빛미디어,"[게임 개발자를 위한 물리]는 물리학의 기초부터 시작해, 게임 개발에 꼭 필요한 파티클 및 리지드바디 역학을 친절히 설명하고, 비행기, 차량, 총과 폭발 등 게임에 자주 등장하는 물리모델을 살펴본다. 원서의"
50,실전 게임 제작으로 배우는 언리얼 엔진 4,미나토 카즈히사,한빛미디어,"[실전 게임 제작으로 배우는 언리얼 엔진 4]은 언리얼 엔진 4를 처음 시작하는 개발자를 위해 기획되었다. 실제 게임이 제작되는 순서에 맞게 챕터를 구성하여 자연스럽게 워크플로를 익힐 수 있을 뿐만 아니라,"
51,게임 프로그래밍 패턴,로버트 나이스트롬,한빛미디어,"[게임 프로그래밍 패턴]은 20년 경력의 개발자가 게임을 만들며 발견한 13가지 패턴을 정리한 책이다. 저자는 GoF의 디자인 패턴을 승계하고 가다듬어 게임에 특화된 프로그래밍 디자인 패턴을 정립했고, 이를"
52,스파인 2D 게임 애니메이션 만들면서 배우는 ,이동연,한빛미디어,"스파인은 뼈대 애니메이션에 특화된 가장 널리 사용되는 툴이다. 이 책은 스파인으로 뼈대 애니메이션을 직접 만들어보며 타임라인, 메쉬, IK 등 기본 개념을 익히고, 그래프 에디터, 어태치먼트, 스킨 등 강력한"
53,유니티로 배우는 게임 수학,구부키 류이치,한빛미디어,[유니티로 배우는 게임 수학]은 게임을 개발하며 수학을 독학한 소프트웨어 엔지니어가 현업에서의 시행착오 경험을 바탕으로 현장에서의 수요를 염두에 두고 현실적으로 구성했다. 현업에 필요한 지식을 빠르게
54,C++로 시작하는 언리얼 4 게임 프로그래밍,윌리엄 쉐리프,한빛미디어,언리얼 4로 게임을 개발하려면 반드시 C++을 알아야 한다. 이 책 [C++로 시작하는 언리얼 4 게임 프로그래밍]은 C++ 애플리케이션을 컴파일하고 구현하는 방법부터 시작해서 C++ 프로그래밍 언어의 규칙들을
55,게임 프로그래밍의 정석 세가의 신입 사원 교육 과정에서 배우는 ,히라야마 타카시,한빛미디어,"『게임 프로그래밍의 정석』은 게임 프로그래밍 입문서로써, 주식회사 '세가'에서 여러 개발에 참여했던 저자가 세가의 신입 사원 교육 프로그램을 바탕으로 게임 프로그래밍에 필요한 기술을 담았다. 콘솔"
56,마인크래프트 공략집 단언컨대 가장 완벽한 ,스티븐 오브라이언,인간희극,"『단언컨대 가장 완벽한 마인크래프트 공략집』은 마인크래프트를 플레이하는 데 도움이 될 만한 자세한 안내와 조언, 기술, 전략을 담은 게임 공략집이다. 재미있지만 모든 공략법을 플레이어 스스로 찾아내야 해"
57,GAME ENGINE GEMS. 1,ERIC LENGYEL,와우북스,"게임 개발 업계의 앞서가는 소프트웨어 공학 전문가들의 새로운 글들을 한데 모은 『Game Engine Gems』 제1권. 게임 엔진 설계, 렌더링 기법, 프로그래밍 방법이라는 좀 더 큰 범주들을 다루는 세 부분으로"
58,개발자를 위한 웹 게임 쿡북 반양장 ,이반 버차드,제이펍,『개발자를 위한 웹 게임 쿡북』은 대중적인 형식의 게임들을 단계별로 구현하면서 게임 개발의 세계로 안내한다. 각 장에서는 잘 알려진 장르의 게임을 하나씩 구현하면서 매번 서로 다른 오픈 소스 기반의 무료
59,SF 사전 비즈앤비즈 게임 크리에이터 시리즈 5 ,크로노스케이프,비즈앤비즈,"『SF 사전』은 SF 게임이나 소설을 창작하는 데 도움이 될 다양한 과학 토픽을 ‘과학기술’, ‘거대 구조물 메가스트럭쳐 ’, ‘생명’, ‘세계ㆍ환경’, ‘우주’, ‘테마’ 총 6가지로 분류했다. 그리고 각각의"
60,켈트 신화 사전,모리세 료,비즈앤비즈,"이 책은 켈트 신화에 대한 입문서로 켈트 신화 에피소드와 등장인물을 망라했다. 또 켈트 신화 발생, 성장, 변화 과정을 유럽에서 일어난 실제의 전쟁과 침략 역사 그리고 기독교나 다른 신화의 영향 관계 등과"
61,만화로 보는 비디오 게임의 역사,조너선 헤네시,계단,"〈스타Starcraft〉, 〈와우World of Warcraft〉, 〈마인 크래프트〉에서〈배그Battleground〉와 〈포켓몬 고〉, 〈애니팡〉까지 우리는 왜 게임에 열광하고 몰입하는가?

동전 넣고 즐기던 전자오락에서 수백억"
62,절대강좌! 유니티 VR/AR 위키북스 게임 개발 시리즈 25 ,이재현,위키북스,"실전 프로젝트에 바로 응용할 수 있는 예제를 담고 있습니다!
 
현재 가장 인기 있는 VR/AR 콘텐츠 저작툴로 유니티 엔진이 꼽히고 있으며, 유니티 엔진은 거의 모든 VR/AR 플랫폼을 지원한다. 이 책은 유니티"
63,게임을 움직이는 수학과 물리,도마에 요시키,길벗,"[게임을 움직이는 수학과 물리]는 게임 속 움직임을 표현해주는 수학과 물리를 수학의 기본인 수부터 설명한다. 먼저 정수, 소수, 사칙연산 같은 숫자 구조와 연산을 살펴본다. 기본적인 수학 학습 이후, 2차원에"
64,모두의 스크래치 게임제작,가브리엘 포드,길벗,"누구나 쉽게 접근할 수 있는 스크래치와 같은 블록 코딩이 인기를 끌고 있다. 특히, 스크래치는 우리나라뿐만 아니라 전 세계적으로 이용된다. 수많은 스크래처 스크래치 사용자 들은 ‘스크래치 커뮤니티’에"
65,유니티 5.x 게임 개발의 시작 acorn+PACKT 시리즈 ,존 도란,에이콘출판,"『유니티 5.x 게임 개발의 시작』은 유니티 5.x를 사용하여 게임을 만들고자 하는 초급과 중급 게임 개발자를 위한 책이다. 2D 트윈 스틱 슈터로 시작하여 클릭커, 무한 스크롤, 횡스크롤 플랫폼, 3D 일인칭"
66,유니티로 배우는 안드로이드 게임 개발 acorn+Packt ,시드하스 쉐카,에이콘출판,"안드로이드 게임 개발의 기본 개념과 간략한 역사, 그리고 유니티에서 안드로이드 게임을 개발하기 위해 알아야 할 기본 구성 요소를 배운다. 2D 게임을 만들기 위한 새로운 프로젝트를 구성하고, 환경과 캐릭터를"
67,증강 현실 게임 개발 움직이는 ,마이클 랜햄,에이콘출판,"'포켓몬 고'와 같은 증강 현실 게임을 개발하고 싶은 중급 이상의 개발자들을 위한 책이다. 유니티를 사용해 AR 게임을 개발하는 이 책은 이에 필요한 모든 요소들 위치 추적, 지도 구현, 캐릭터 이동, 몬스터"
68,예제로 배우는 언리얼 엔진 4 게임 개발,벤자민 카날,에이콘출판,"C++를 위주로 언리얼 엔진의 다양하고 막강한 기능들을 둘러본다. 몇 가지 예제를 만들면서 블루프린트부터 시작해 캐릭터, 모듈, HUD, AI 관련 기능, 네트워크까지 여러 개발에 필요하고 중요한 내용을 쉽고"
69,게이머의 뇌 게임 개발 프로그래밍 ,셀리아 호든트,에이콘출판,"게임 디자이너나 개발자, 기획자뿐 아니라 치열하기 그지없는 게임 업계에서 눈에 띄고, 한 명이라도 더 많은 게이머의 마음을 사로잡는 게임을 만들고 싶은 이를 위한 책이다. 게임을 하는 동안 게이머의 머리"
70,언리얼 엔진 4 마스터 게임 개발 프로그래밍 ,무함마드 압둘 모님,에이콘출판,"C++ 코드와 함께 언리얼 엔진 4를 이용해 최신 게임을 만드는 방법에 대해서 배운다. 게임 캐릭터를 제어하고 레벨을 생성하며, AI 및 파티클, 고급 셰이더 기술, UI, 데이터 테이블 등 전반적인 개발 과정을"
71,언리얼 엔진 4 게임 개발 2/e 2판 ,맷 에드먼즈,에이콘출판,"C++ 기반의 프로젝트 시작, 인벤토리 시스템 제작, 블루프린트 시스템의 장단점, UMG를 활용한 UI 제작, 비헤이비어 트리를 활용한 AI 적 캐릭터 제작, 레벨 스트리밍 및 레벨 전환 간 데이터 보존, 머티리얼과"
72,The Game Graphics: 모델링과 텍스처링. 1,김시범,비엘북스,본서는 [the GAME GRAPHICS]의 시리즈 중 5번째 무크지이다. 이번에 출간된 [the GAME GRAPHICS : 모델링과 텍스처링 #1]은 국내외 유명 게임그래픽 아티스트들의 인터뷰와 차세대 게임그래픽을 위해 알아두어야
73,The Game Graphics: 모델링과 텍스처링. 2 CD1장포함 ,김덕영,비엘북스,이 책은 [the GAME GRAPHICS]의 시리즈 중 6번째 무크지이다. 『The Game Graphics: 모델링과 텍스처링』은  국내외 유명 게임그래픽 아티스트들의 인터뷰와 차세대 게임그래픽을 위해 알아두어야 할 중/고급
74,유니티 그래픽스 최적화 스타트업 유니티 에반젤리스트의 ,오지현,비엘북스,이 책은 게임개발의 최대 난적이라 할 수 있는 게임개발의 최적화에 대해서 다루는 책입니다. 특히 유니티 엔진을 기반으로 게임을 가볍게 만드는 최적화 기술에 대한 기본개념에 대해서 매우 쉽게 설명하고
75,유니티 네트워크 프로그래밍,가와다 마사토시,길벗,"[유니티 네트워크 프로그래밍]은 오프라인 게임과 온라인 게임의 게임 디자인 차이를 이해한 뒤, 온라인 게임을 만들 때 필요한 통신의 기초 지식을 배우고, 5가지 게임 온라인 틱택토, 액션 가위바위보, 블록"
76,"그래도, 크리에이티브",우주인,일센치페이퍼,"오늘은 맞고 내일은 틀린, 변화무쌍한 세계의 최전선에 선 사람들 『그래도, 크리에이티브』는 세상이 깜짝 놀랄 만한 마케팅을 하고 싶은 모바일 게임 마케터, 대행사 AE, 개발은 자신있지만 마케팅은 어디서부터"
77,게임의 심리학 개정판 ,규리네,루비페이퍼,"눈을 즐겁게 하는 그래픽, 몰입을 불러일으키는 스토리, 자꾸만 손이 가는 퀘스트, 나도 모르게 지갑을 열게 만드는 아이템, 귀에 맴도는 BGM 등 유저들을 열광하게 하고 때로는 실망하게 하는 바로 그 게임들을"
