순위,제목,저자,출판사,요약
11,애프터 이펙트 CC 2019 무작정 따라하기,신의철,길벗,"PC, 모바일 구분 없이 어느 장소에서나 자유자재로 활용할 수 있는 애프터 이펙트 CC 2019는 이전의 어떤 버전보다 강력한 성능을 자랑합니다. 점점 커지는 스크린 크기와 다양해진 모바일 환경에 맞추어 빠르게"
12,포토샵 진짜 하루만에 끝내는  원데이클래스 ,박혜린,티더블유아이지,"전문가, 디자이너가 아니어도 생각보다 우리는 포토샵을 사용할 일이 많습니다.
포토샵 하나만 잘 사용해도 인생에 많은 기회를 잡을 수 있죠.
유튜브 썸네일을 눈에 띄게 잘 만들어서 구독자가 확"
13,배경 일러스트 메이킹 로호의 ,고아라,정보문화사,"영화, 게임, 웹툰, 만화, 애니메이션 등을 완성하기 위해 없어서는 안 될 배경 일러스트만을 다룬 책입니다. 이 책은 오랜 시간 연구와 노력으로 배경 일러스트레이터를 꿈꾸는 디자이너들에게 자기주도 학습이"
14,편집디자인 레이아웃 3단계로 업그레이드 되는 ,김경미,정보문화사,"이 책은 직접 레이아웃을 짜고, 구조를 설계하고, 웹사이트를 구축하는 데 필요한 노하우를 소개합니다. 디자인을 통한 커뮤니케이션은 타이포그래피와 레이아웃을 통해 주제를 담는 데에서 시작한다고 볼 수"
15,맛있는 디자인 일러스트레이터 CC 2019,빨간고래 박정아 ,한빛미디어,"그래픽 디자인에 꼭 필요한 일러스트레이터의 기초부터 활용까지 제대로 배울 수 있도록 구성하였습니다. 일러스트레이터의 기본&핵심 기능을 꼼꼼하게 설명하여 기본기부터 탄탄하게 다질 수 있으며, 지금 당장"
16,짧은 애니메이션 만들기 with 클립 스튜디오 내가 그린 일러스트가 살아 움직이는 ,요시베 나오키,한빛미디어,"갓챠맨 크라우즈, 죠죠의 기묘한 모험의 오프닝 애니메이션을 직접 감독, 제작한 저자가 클립 스튜디오 애니메이션 기능으로 자신이 그린 일러스트가 살아 움직이게 만드는 비법을 1:1 과외보다 더욱 친절하게"
17,3D 프린터 101 개정판  Project DIY ,안상준,한빛미디어,"- 3D 프린터의 기초 지식부터 하드웨어 구조, 3D 프린터 구매 및 조립, 사용법, 소프트웨어, 트러블슈팅 Trouble Shooting, 문제 해결 , 활용법 등 3D 프린터를 실제로 작동시키는 데 필요한 기초 지식을 담고"
18,맛있는 디자인 애프터 이펙트 CC 2019 ,이수정,한빛미디어,《맛있는 디자인 애프터 이펙트 CC 2019》는 모션 그래픽 디자인의 기본인 애프터 이펙트의 기초부터 활용까지 제대로 배울 수 있도록 구성하였다. 애프터 이펙트의 기본&핵심 기능을 꼼꼼하게 설명하여 기초부터
19,맛있는 디자인 라이트룸 CC 기본편+활용편 ,김주원,한빛미디어,"사진 보정에 필수적인 라이트룸을 가장 쉽게 배워보세요! 좋은 사진을 만들기 위한 사진 보정의 필수 기능을 담은 기본편과 저자가 직접 촬영한 감각적인 사진 예제로 직접 보정해보는 활용편으로, 쉽고 빠르게"
20,된다! 귀염뽀짝 이모티콘 만들기,정지혜,이지스퍼블리싱,"매일 쓰는 이모티콘, ‘나도 한번 만들어 볼까?’ 생각했다면 도전해 보세요! 그림 실력? 필요 없어요. 태블릿? 없어도 돼요. 미술 학원 다닌 적 없어도 괜찮아요! 그림 그리는 방법으로 시작해 그림판 / 사이툴 /"
21,나는 당신이 포토샵을 쉽게 배웠으면 좋겠습니다,조가을,꿈공장플러스,비주얼 visual  시대가 되었습니다. 이제 사람들에겐 이미지와 영상이 매우 친숙하게 되었습니다. 내가 하고자 하는 말을 어떻게 보기 좋게 꾸미느냐에 성패가 달려있다고 해도 과언이 아닙니다. 포토샵은 이제
22,캐릭터를 살리는 배경 그리기 노하우 CLIP STUDIO PAINT ,요-시미즈,영진닷컴,"일본 아마존 베스트셀러!!
퍼스, 그릴, 에어 등 배경 그리기에 편리한 저자 전용 브러시를 다운로드 가능!
초호화 일러스트레이터가 게스트로 참여하여 오리지널 일러스트를 제공!

이 책은 “배틀 오브"
23,3D패션디자인: CLO5.0,최영림,교학연구사,▶ 이 책은 3D패션디자인을 다룬 이론서입니다.
24,좋아 보이는 것들의 비밀 인포그래픽 좋아 보이는 것들의 비밀 9 ,김묘영,길벗,"『좋아 보이는 것들의 비밀 인포그래픽: 정보로 소통하는 비주얼 스토리텔링』은 정보를 시각적으로 전달하는 인포그래픽에 대해 소개하는 책이다. SNS를 비롯하여 뉴스, 제품 매뉴얼, 방송, 패키지, 이력서,"
25,3차원 컴퓨터 그래픽스 입문 OpenGL ES를 이용한 ,한정현,홍릉과학출판사,▶ 이 책은 3차원 컴퓨터 그래픽스를 다룬 이론서입니다.
26,맛있는 디자인 포토샵 CC 2019 ,윤이사라,한빛미디어,"《맛있는 디자인 포토샵 CC 2019》는 그래픽 디자인의 기본인 포토샵의 기초부터 활용까지 제대로 배울 수 있도록 구성하였다.포토샵의 기본&핵심 기능을 꼼꼼하게 설명하여 기초부터 탄탄하게 학습할 수 있으며,"
27,꿈돌이의 FUSION 360 퓨전 360  1st: 입문편 CD1장포함 ,권경범,청담북스,"[꿈돌이의 FUSION 360]은 실제 제품 제작을 위한 모델링 활용서이다.
온라인 기반의 퓨전 360을 통해 모델러와 클라이언트가 어떻게 효율적을 대화 할 수 있는지 설명하였고 CNC, 레이저 커팅, 3D프린터, 사출"
28,디지털 라이팅&렌더링 2판 ,제레미 번,성안당,"CG 관련 분야에서 일한다면 이 책에 관해 한번쯤은 들어봤을 것이다. 이 책은 소프트웨어와 상관 없이 전문적인 사실적인 조명과 그림자, 그리고 텍스처를 완성하는 라이팅과 렌더링 기법을 담고 있다. 관련"
29,인디자인 CC 2018 무작정 따라하기,문현정,길벗,"디지털과 인쇄 미디어 퍼블리싱 디자인의 실무 노하우를 소개하는 『인디자인 CC 2018 무작정 따라하기』는 쉽고, 빠르게 인디자인을 배울 수 있도록 필수 기능에 관한 이론과 연계하여 실습에 관한 무작정"
30,일러스트레이터 CC 무작정 따라하기 2019 ,문수민,길벗,"일러스트레이터의 새로운 버전 출시에 맞춰 새롭게 선보이는 ‘일러스트레이터 CC 2019 무작정 따라하기’는 가장 쉽고, 빠르게 일러스트레이터를 배울 수 있도록 기본 이론과 실습 예제를 연계하여 구성하였다."
31,스케치업 & V-Ray 트레이닝 북,강석창,한빛미디어,"건축 인테리어 실무에 딱 맞춘 스케치업 & V-Ray 트레이닝, 반복 연습으로 3D 모델링과 렌더링의 핵심을 제대로 배운다. 이 책은 스케치업 모델링과 V-Ray 렌더링의 핵심 원리와 주요 기법을 집중적으로 연습하는"
32,3ds Max 2018 & V-Ray 기본+활용 CD1장포함 ,조우성,아이콕스,▶ 3DS Max 2018 & V-Ray에 관한 내용을 담은 전문서적입니다.
33,초급 LabVIEW 개정판 ,곽두영,랩뷰교육원,"『초급 LabVIEW』는 LabVIEW를 처음 시작하는 초보자나 기초를 다시 다지고자 하는 사용자를 위한 책이다. LabVIEW의 기본적인 요소들에 대하여 세심하게 설명되어 있고, 예제와 실습으로 구성된 교재다. 기존"
34,한 권으로 끝내는 포토샵,석승민,에듀웨이,"막막했던 포토샵, 한 권으로 알기 쉽게 기초를 잡아주는 포토샵 사용 설명서 『한 권으로 끝내는 포토샵』. 포토샵의 모든 기능을 알 필요는 없습니다. 실무 디자이너도 꼭 필요한 기능과 명령은 한정되어"
35,파워포인트 for 인포그래픽 CD1장포함 ,이혜강,예문사,『파워포인트 for 인포그래픽』은 정보를 전달하고 이해시키기 위해 가장 효과적인 인포그래픽을 파워포인트로 제작할 수 있도록 구성된 책이다. 책은 인포그래픽이란 어떤 것이고 왜 인포그래픽이 설득력과
36,UG NX-3D 실기 KS 규격에 따른 ,박은철,예문사, 
37,애프터이펙트 실무테크닉 필요할 때 바로 써먹는 ,홍은정,성안당,"모션 그래픽 실력 길러 영상 전문가로 거듭나는 애프터이펙트 알짜 실무 테크닉

어도비 애프터이펙트는 사진 편집부터 동영상과 웹 사이트 제작에 다양하게 활용할 수 있는 영상 편집 프로그램이다. 요즘 같은"
38,사진촬영&라이트룸 유튜버 데르센의 ,데르센 김용만,성안당,준전문가용 사진 편집 소프트웨어로 사랑받고 있는 어도비 포토샵 라이트룸 Photoshop Lightroom 의 분야별  실전 사용법과 진짜 사진 촬영 기법을 알려 주는 실속 있는 책이 나왔다. 스튜디오 데르센 스토리샷
39,어도비 포토샵 라이트룸 클래식 CC 스콧 켈비의 사진가를 위한 ,스콧 켈비,정보문화사,"라이트룸 전문가의 전체 작업 과정 공개

이 책은 단계별 레슨을 통해, 프로 사진가이자, 사진 분야 베스트셀러 작가이며, 라이트룸 전문가인 저자가 터득한 최고의 설정과 기법, 노하우를 얻을 수 있습니다."
40,포토샵 CC 2019 스콧 켈비의 라이트룸 사용자를 위한 ,스콧 켈비,정보문화사,세계적인 포토샵 저자이자 라이트룸 저자인 스콧 켈비가 라이트룸에서는 구현하기 어려운 포토샵 기능을 모두 모아 실었습니다. 가장 효율적인 보정 및 편집 방법으로 최상의 사진을 만들 수 있도록 안내합니다.
41,"스케치업 베이직 원리는 책으로, 예제는 YouTube로 ",이지환,대가출판사,"스케치업 베이직 예제 데이터 다운로드
http://cafe.naver.com/unclebucks 스케치업베이직 예제 게시판에 7개에서 첨부파일 다운 

이 책으로 기초를 다지고 원리를 이해하시기 바랍니다. 

이 책은"
42,3ds Max 게임 캐릭터 디자인,김현,프리렉,게임 제작 시장은 영화 시장을 웃돌 정도로 거대한 산업이 되었다. 이용자들이 더욱 화려하고 현실감있는 그래픽을 원한다는 뜻이다. 그만큼 게임 캐릭터 디자이너의 역할이 커진 것은 물론 그래픽 도구가
43,R Graphics Cookbook,윈스턴 챙,인사이트,"『R Graphics Cookbook』는 R 기반 환경에서 그래프를 그려야 하는 독자들을 위해, 150개가 넘는 코드를 소개한다. 단순히 그래프를 그리는 방법만을 넘어, 그래프의 각 요소들을 필요에 따라 삭제하거나 수정하는"
44,동영상으로 배우는 Blender 2.8: 1부 DVD ,이진호,Nstart,"이 도서는 8시간 28분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Blender 2.8의 기능들을 입문자가 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해 실습을 함께 할 수"
45,꿈돌이의 FUSION 360. 2 활용편 ,권경범,청담북스,[꿈돌이의 퓨전360 활용편] 이전 입문편은 솔리드 모델링과 파라메트릭 디자인에 초첨을 맞췄다면 이번 활용편에서는 프리폼 모델링에 대해 자세히 다루고 있다. 프리폼으로 곡면을 디자인 후에 솔리드 혹은
46,디자이너를 위한 인쇄색상 매칭 실무가이드 1~2세트,윤고선,채움북스, 
47,인디자인 강의 노트,CA 편집부,CABOOKS,[인디자인 강의 노트]는 인디자인에 관한 핵심 활용법만 강의 노트 형식으로 쉽고 간편하게 정리한 책이다. 산업 현장에서 실용적으로 활용되는 인디자인의 주요 주제들을 엄선하여 소개하는 이 책은 먼저
48,라이트룸 CC 무작정 따라하기,박철민,길벗,포토샵을 이용한 전문적인 사진 보정에는 한계가 있다. 전문가의 사진에서 뿜어 나오는 숨겨진 멋진 색감은 바로 사진 전문 보정 프로그램인 라이트룸이 그 역할을 담당하고 있다. 라이트룸은 스마트폰이나
49,3D프린팅 수업을 위한 틴커캐드 디자인. 3,고성민,메카피아,"3D프린팅 수업을 위한 틴커캐드 디자인이 어느덧 1, 2권에 이어 3권까지 제작이 되었습니다. 매시간 다양한 주제를 제공함으로써 끊임없이 흥미를 유발하고, 단계별 예제들을 통한 디자인 능력 향상에 초점을"
50,데이터 인포그래픽 디자인 제작실무 파워포인트를 활용한 ,이수동,예문사,이 책은 어렵지 않게 통계데이터 제작방법을 습득할 수 있다는 것이 장점입니다. 인포그래픽이 필수 분야로 자리 잡고 있는 시대에 더 나은 정보를 전달하기 위해 기획 및 시각화의 기초적인 지식과 더불어 제작에
51,TINKER CAD & FDM #D PRINTING 세트 메이커 다은쌤의  전2권 ,전다은,영진닷컴,[메이커 다은쌤] 세트는 틴커캐드 프로그램을 이용하여 3D 모델링을 쉽게 소개하는 ‘TINKERCAD’와 3D 프린터를 이용하여 입체적으로 출력할 수 있는 방법을 알려주는 ‘FDM 3D PRINTING’으로 구성되어
52,TINKERCAD & FDM 3D PRINTING 세트 메이커 다은쌤의  2판  전2권 ,전다은,영진닷컴,〈메이커 다은쌤〉 세트는 틴커캐드 프로그램을 이용하여 3D 모델링을 쉽게 소개하는 ‘TINKERCAD’와 3D 프린터를 이용하여 입체적으로 출력할 수 있는 방법을 알려주는 ‘FDM 3D PRINTING’으로 구성되어
53,인디자인 실용테크닉 필요할 때 바로 써먹는  CD1장포함 ,이용순,성안당,"『필요할 때 바로 써먹는 인디자인 실용테크닉』은 실생활에서 손쉽게 응용할 수 있는 간단한 실용 예제부터 포트폴리오를 위한 실무 예제까지 수록하여, 예제를 따라하다 보면 저절로 인디자인과 편집 디자인을"
54,3ds Max 기본 활용 실무테크닉 2017  CD1장포함 ,이주영,성안당,"건축과 인테리어 분야를 위한 실무 밀착형 3ds max 2017 입문 활용서 『3ds Max 2017 기본 활용 실무테크닉』. 실무 작업 과정을 토대로 한 목차 구성으로 불필요한 기능에 투자하는 시간 줄이고, 건축 및"
55,인물 사진 리터칭 사진가를 위한 ,스콧 켈비,정보문화사,"『사진가를 위한 인물 사진 리터칭』은 포토샵 전문가 스콧 켈비가 알려주는 인물사진 보정 테크닉을 소개하는 책이다. 피부결을 유지하면서도 부드럽고 뽀송뽀송한 피부로, 큰 눈과 아름다운 눈썹 및 속눈썹을,"
56,스케치업 2015 & 브이레이,한정훈,정보문화사,"[스케치업 2015 & 브이레이]는 스케치업 초보자 및 입문자들을 위해 실무에서도 바로 활용할 수 있도록 모델링, 맵핑, 라이팅, 렌더링 등 스케치업의 모든 것을 기술하고 있다. 또한 건축 모델링 핵심 프로그램인"
57,ZBrush 4RX 매뉴얼 CG 입문을 위한 3D 아티스트 임성훈의  CD1장포함 ,임성훈,정보문화사,[CG 입문을 위한 3D 아티스트 임성훈의 ZBrush 4RX 매뉴얼]기능 하나하나를 서술하여 잘 사용하지 않는 기능까지도 궁금증을 해결할 수 있도록 구성해 ZBrush의 기초를 더욱 튼튼하게 다질 수 있도록 도와주는
58,포토샵 라이트룸 사진보정 강의 Using Bible 시리즈 31 ,권학봉,황금부엉이,"사진가의 툴은 포토샵이 전부가 아니다. 당신이 지금 ‘사진’에 관심이 있다면 취미든, 프로를 지향하든, 일러스트레이터든, 화가든 상관없다. 『포토샵 라이트룸 사진보정 강의』는 사진을 다루는 데 꼭 필요한"
59,3D 프린팅을 위한 구글 스케치업 acorn+PACKT 시리즈 ,마커스 리틀랜드,에이콘출판,『3D 프린팅을 위한 구글 스케치업』은 누구나 쉽게 배울 수 있는 모델링 프로그램인 구글 스케치업을 이용해 3D모델을 프린트하는 방법을 소개한 책이다. 3D 프린팅 기술에 대한 개요부터 스케치업으로 3D모델을
60,디지털 채색의 정석 페인터와 포토샵을 활용한 ,정종우,디지털북스,"[디지털 채색의 정석]은 물체에 최종적으로 색이 발현되는 원리에 관해 설명하는 책이다. 광원에서 출발한 빛이 물체에 닿아 우리 눈에 들어오기까지의 일련의 과정을 이해하면, 어떤 색을 물감 팔레트에서"
61,디즈니풍 일러스트 작법서,미아캣,디지털북스,『디즈니풍 일러스트 작법서』에는 디즈니풍 일러스트를 그리기 위한 그림의 기초부터 하나의 일러스트가 완성되기까지의 전반적인 과정이 담겨있다. 그림 작업을 좀 더 효율적으로 작업하기 위해 어떤 과정을
62,TCG 일러스트 작법서 기본편,노진,디지털북스,[TCG 일러스트 작법서 : 기본편]은 프로 게임 일러스트레이션을 그리기 위한 스케치&컬러링 이론과 실무 튜토리얼이 수록되어 있다. 상세한 이론 설명과 실무에서 일러스트를 제작하는 과정을 그대로 서술한
63,맛있는 디자인 포토샵 CS6,임화연,한빛미디어,"『맛있는 포토샵 CS6』는 400여 명의 디노마드 스태프와 회원 및 그린아트 컴퓨터 학원의 예비 디자이너가 시리즈 구성에 참여하였다. 조사, 표지 선호도 조사, 네이밍 조사, 프리뷰 등을 통해 예비 디자이너의"
64,일러스트레이터 디자인 강의 10년차 디자이너에게 1:1로 배우는 ,장보경 앤하우스 ,한빛미디어,"『10년차 디자이너에게 1:1로 배우는 일러스트레이터 디자인 강의』는 좋은 디자인을 만들기 위한 일러스트레이터 실무 디자인 가이드를 제공한다. 일러스트레이터 활용 경험이 부족한 초보 디자이너, 프리랜서"
65,3D 프린팅을 위한 스케치업,리디아 클라인,한빛미디어,[3D 프린팅을 위한 스케치업]은 제도나 모델링에 대한 선행지식 없이도 스케치업 SketchUp 을 이용해3D 모델링과 프린팅을 빠르게 배우고 실습해보는 스케치업 입문서다.
66,동영상으로 배우는 Blender 2.8: 2부 DVD ,이진호,Nstart,"이 도서는 7시간 24분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Blender 2.8의 기능들을 입문자가 쉽게 이해할수 있도록 기초부터 자세히 설명하고 있으며, 예제를 통해 실습을 함께 할 수"
67,Creo Parametric 6.0 3D 모델링 1부 동영상으로 배우는  CD1장포함 ,서정식,Nstart,"이 도서는 12시간 41분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Creo Parametric 6.0을 이용하여 3D 단품설계에 필요한 스케치 Sketch , 형태 Shapes , 엔지니어링 Engineering , 각종"
68,꿈돌이의 라이노 5  Rhino 3D 파라메트릭 모델링 기법  CD1장포함 ,권경범,청담북스,그래스호퍼의 목적은 언제든지 중간 과정을 수정할 수 있는 파라메트릭 모델링과 여러 개의 개체를 통합 조작하는 모델링기법에 있습니다. 라이노는 넙스 모델링 기반의 툴이지만 단점이 있다면 모델링 후에
69,스위시 맥스 UCC 동영상 만들기 원리쏙쏙 IT 실전 워크북 시리즈 2 ,김수진,아티오,스위시 프로그램을 이용해서 애니메이션을 공부하는 학교나 학원 및 문화센터 등의 학생들을 위한 『스위시 맥스 UCC 동영상 만들기』. 혼자서 독학으로 공부하는 교육생들도 쉽게 따라해볼 수 있도록 구성된
70,클립스튜디오 최강 디지털 만화 제작 강좌 Clip Studio Paint  프로에게 배운다! ,오다카 미치루,한스미디어,"『클립스튜디오 최강 디지털 만화 제작 강좌 Clip Studio Paint 』는 ‘CLIP STUDIO PAINT PRO/EX’로 디지털 만화 그리기에 도전하려는 분, ‘ComicStudio PRO/EX’에서 ‘CLIP STUDIO PAINT PRO/EX’로 제작"
71,편집디자인 프로젝트 CD1장포함 ,이혜진,길벗,"작업 시간 대비 디자인 품질을 높이기 위해서는 이미지와 일러스트, 문자, 이펙트 등 콘텐츠를 정리하고, 가공하여 효과적인 결과물을 만들어야 합니다. 실무 현장에서는 인디자인만 사용하는 편집디자이너보다는"
72,모두의 일러스트레이터 CD1장포함 ,김은혜,길벗,과연 일러스트레이터 툴을 잘 다루기 위해서는 일러스트레이터의 모든 기능을 알아야 한다는 의미일까요? 늘 고민하게 되는 문제입니다. 사실 대부분의 실무자들도 일러스트레이터의 모든 기능을 알고 있지는
73,로고를 활용한 디자인 실무 강의,장보경,한빛미디어,"업종별 로고 디자인, 로고를 활용한 편집 디자인 실무 프로젝트를 통해 디자이너가 현장에서 가장 많이 사용하는 일러스트레이터와 포토샵 기능을 익힐 수 있다. 카페, 레스토랑, 기프트 숍, 미용실, 베이비"
74,포토샵 & 일러스트레이터 CC 2019  된다! ,박길현,이지스퍼블리싱,"일상에서 디자인이 필요한 보통 사람들을 위한 책. SNS 마케팅, 웹디자인, 사진 보정, 명함, 로고, 배너, 청첩장··· 당장 써먹을 현실 예제 30개를 고른 게 놀랍다. 포토샵과 일러스트레이터를 한 권으로"
75,3D 모델링과 3D 프린팅,이준웅,북트리,이 책은 3D 모델링과 3D 프린팅에 대한 기초를 배울 수 있는 도서로 고등학생들도 이 책을 통해 3D 모델링과 3D 프린팅을 배울 수 있을 정도로 쉽게 서술되어 있다.
76,LabVIEW의 정석 구조편  컬러판 ,손혜영,인피니티북스,다양한 프로젝트에 적합한 LabVIEW 디자인 패턴을 단계별 실습 예제를 통해 배울 수 있다. 초보자들도 쉽게 따라할 수 있는 구조에서부터 아주 유용하게 쓰일 수 있는 고급구조들까지 포함하여
77,캐릭터 애니메이션,허성회,비엘북스,"애니메이션의 목적은 커뮤니케이션입니다. 잘 만들어진 애니메이션을 보면 캐릭터가 어떤 상황에 처해있는지, 무슨 생각을 하고 어떤 것을 느끼는지를 명확하게 알 수 있습니다. 감정과 생각이 잘 전달된"
78,The Game Graphics: 쉐이더&이펙트. 1,강성구,비엘북스,차세대 게임그래픽을 위해 알아두어야 할 다양한 읽을거리와 쉐이더와 이펙트 제작에 필요한 수준 높은 게임그래픽 정보들을 다루고 있다.
79,물리현상 이펙트 그림으로 배우는 ,곤도게이타,비엘북스,이 책은 현실세계의 물리현상을 기반으로 이펙트를 만드는 과정에 대해서 소개하는 책으로 복잡한 물리현상을 알기 쉬운 그림으로 설명한 것이 특징입니다. 아티스트의 상상에 의해서 무작정 만드는 이펙트가
80,지브러시 베이직 클래스,이동후,루비페이퍼,"상상을 현실화하는 가장 강력한 도구 지브러시
이 책은 3D 모델링에 관심이 있고 3ds max나 maya 등 툴은 어느 정도 이해하고 있으나 자유롭게 표현하는 데 어려움이 있고 디테일한 표현을 하고 싶은 분을"
81,된다 일러스트레이터 CC,모나미,이지스퍼블리싱,"뉴욕, 삼성전자에서도 통하는 디자인 감각 + 키보드가 닳도록 매일 쓰는 진짜 ‘실무’ 툴을 모은 예제 = 일주일이면 ‘금손’ 된다! 디자인 감각은 타고 나는 것일까? 바로 여기, 디자인 빈부격차를 뛰어 넘게"
82,Fusion 360 입문 따라하며 배우는! ,김혜숙,엠듀,"누구라도 쉽게 따라하며 배울 수 있는 ""Fusion 360 입문서!""
퓨전 Fusion  360을 처음 다루는 초보자의 눈높이에 맞춰 쉽게 이해하도록 구성한 책이다.
퓨전 360을 처음 접한 독자라도 직접 3D 모델링을 할 수"
83,Maya2017 2016이상  이남국의 FX 강좌 nParticle편,이남국,와일드큐브,"▶ 도서가 아닌 DVD입니다. 

『Maya2017  2016이상  이남국의 FX 강좌 nParticle편 DVD』는 nParticle의 기초개념 부터, 응용 그리고 실제 영상 제작을 위한 렌더링과 합성까지 실제결과을 얻기 위한 최종 공정"
84,포토샵CC 2019 원리쏙쏙 IT 실전 워크북 20 ,유윤자,아티오, 
85,틴커캐드 TINKERCAD  메이커 다은쌤의  2판 ,전다은,영진닷컴,"3D 모델링이란 입체적인 3차원 형상의 데이터를 컴퓨터를 활용하여 만드는 과정을 말합니다. 대표적인 무료 3D 모델링 프로그램에는 Tinkercad, SketchUp, Openscad 등이 있습니다. 그중 Tinkercad는 오토데스크"
86,Fusion 360 모델링 3D 프린팅 완전 정복 ,홍표제,크라운출판사,Fusion 360은 비정형의 유기적인 모델을 쉽고 간단하게 만들어내면서 각각의 작업 환경들이 서로를 상호 보완하는 강력한 모델링 프로그램이다. 파라메트릭 모델링 방식을 기초로 하고 있지만 곡면 모델링 작업
87,Photoshop 10년 사용할 수 있는 테크닉 사전,후지모토 케이,길벗,"『Photoshop 10년 사용할 수 있는 테크닉 사전』은 자주 사용하는 기본 기능부터 한 단계 업그레이드한 전문 기술까지, 10년 후에도 유용하게 사용할 수 있는 기능과 기술을 담았다. 이 책은 “포토샵을 사용하고"
88,틴커캐드 디자인. 1 3D 프린팅 수업을 위한 ,고성민,메카피아, 
89,틴커캐드 디자인. 2 3D프린팅 수업을 위한 ,고성민,메카피아,"4차 산업혁명에 대비하여 메이커 문화도 확산되고 있습니다. 정부에서 3D 프린팅 기술과 메이커스페이스 구축에 많은 예산을 투자하고, 각 학교마다 3D 프린터를 보급하는 계획까지 진행해나가고있습니다. 그에"
90,한글포토샵 CS5 사진꾸미기 OOK CLICK시리즈 14 ,김혜성,교학사,"포토샵 교재 『한글포토샵 CS5 사진꾸미기』. 포토샵을 쉽고 재미있게 배울 수 있도록 어렵지 않은 예문과 큰 글자체, 큰 화면 그림으로 누구나 부담 없이 학습할 수 있게 안내한다. 특히 ‘배울 내용"
91,포토샵 CS6 OkOkOk 알찬 예제로 배우는  CD1장포함 ,원동현,교학사,"『포토샵 CS6』는 포토샵 CS6의 핵심 기능과 실무에서 사용하고 잇는 고급 예제들을 통해 포토샵을 보다 쉽고, 재미있게 학습할 수 있도록 구성되어 있다. 포토샵의 필수 기능에 대해 체계적인 따라하기 과정과"
