순위,제목,저자,출판사,요약
21,"파이썬을 이용한 머신러닝, 딥러닝 실전 개발 입문 개정판  위키북스 데이터 사이언스 시리즈 45 ",쿠지라 히코우즈쿠에,위키북스,"BeautifulSoup, scikit-learn, TensorFlow를 사용하여 실무에 머신러닝/딥러닝을 적용해 보자!

인공지능, 머신러닝, 딥러닝은 바둑, 의료, 자동차 등 이미 다양한 분야에서 성공적인 성과를 보여주고 있습니다."
22,가장 쉬운 AI<인공지능> 입문서,오니시 가나코,아티오,"이 책은 인공지능의 원리에 대해 쉽게 이해할 수 있도록 다양한 사례를 들어 설명하고, 미래에 인간과 인공지능이 공존하는 방법에 대하여 설명하고 있다. 특히 인공지능의 핵심 이론인 머신러닝, 딥러닝에 대한"
23,모두의 딥러닝,조태호,길벗,"딥러닝을 전혀 모르는 사람이 봐도 술술 읽을 수 있게 쉽게 설명한다. 또한, 딥러닝의 원리를 잘 보여주는 예제를 엄선하여 직관적인 몇 줄의 코드로 강력한 딥러닝을 구현해볼 수 있다. 다양하고 실질적인 예제를"
24,파이썬 라이브러리를 활용한 머신러닝,안드레아스 뮐러,한빛미디어,"사이킷런 핵심 개발자에게 배우는 머신러닝 이론과 구현 

현업에서 머신러닝을 연구하고 인공지능 서비스를 개발하기 위해 꼭 학위를 받을 필요는 없습니다. 사이킷런 scikit-learn 과 같은 훌륭한 머신러닝"
25,텐서플로와 유니티 ML-Agents로 배우는 강화학습 위키북스 데이터 사이언스 시리즈 46 ,민규식,위키북스,알파고 이후 강화학습이 많은 사람들에게 관심을 받기 시작했다. 더불어 직접 시뮬레이션 환경을 제작하여 강화학습을 접목하고자 하는 사람도 많아지고 있다. 이를 위해 게임 엔진 회사인 유니티에서
26,케라스로 구현하는 고급 딥러닝 알고리즘 위키북스 데이터 사이언스 시리즈 40 ,로웰 아티엔자,위키북스,"GAN, VAE, 심층강화학습 DRL 을 포함한 최근 딥러닝의 발전은 인상적인 AI를 창조하고 있다. 이는 세계 체스 챔피언을 물리친 알파고 제로와 사람이 그린 것처럼 감쪽같아 40만 달러 이상에 팔린 그림을 만들 수"
27,처음 배우는 딥러닝 수학,와쿠이 요시유키,한빛미디어,"고등학교 수학으로 살펴보는 딥러닝 개념

딥러닝 모델의 바탕은 수학입니다. 따라서 수학 전공자 수준만큼은 아니더라도 딥러닝에서 사용하는 수학 이론의 큰 그림을 이해해야 실제 딥러닝 모델을 제대로"
28,펭귄브로의 3분 딥러닝 파이토치맛,김건우,한빛미디어,"이 책은 파이토치로 인공지능을 구현하는 방법을 알려줍니다. 인공지능 입문자를 위한 기초 지식과 최신 인공지능 구현 방법인 인공신경망 기술을 사례를 통해 알아봅니다. 지도학습 방식의 ANN, DNN, CNN, RNN을"
29,오픈소스 QGIS 활용 가이드북 CD1장포함 ,김남신,한울아카데미,GIS 지리 정보 시스템 의 응용 범위는 무궁무진하지만 그 응용 방법을 익히기는 쉽지 않다. 너무나 다양하고 강력한 기능은 도구의 이름과 작동 방법을 안다고 해서 어떤 상황에 어떤 기능을 이용해 원하는 정보를
30,윤성우의 열혈 자료구조,윤성우,오렌지미디어,"윤성우의『열혈 자료구조』는 자료구조에 대한 기본을 배울 수 있는 개론서이다. 400여 개의 그림을 곁들여 친절하게 설명하였으며, 완성된 예제를 제공하여 학습의 편의를 도모하였다. 더불어 학습의 완성도를"
31,텐서플로와 머신러닝으로 시작하는 자연어 처리 데이터 사이언스 시리즈 30 ,전창욱,위키북스,"이 책은 기존 자연어 처리 서적과는 다른 세 가지 특징을 가지고 있다.

첫째, 자연어 처리에 활용되는 개념적인 설명에서 끝나는 것이 아니라 모델 구현에 집중한다. 그뿐만 아니라 상용 서비스를 지원하는"
32,OpenCV 4로 배우는 컴퓨터 비전과 머신 러닝,황선규,길벗,"컴퓨터 비전 기초부터 딥러닝 활용까지!

컴퓨터 비전은 컴퓨터를 이용하여 정지 영상 또는 동영상으로부터 의미 있는 정보를 추출하는 학문이다. 즉, 사람의 눈과 뇌가 하는 작업을 수학적 알고리즘을 통해"
33,신경망 첫걸음 첫걸음 시리즈 ,타리크 라시드,한빛미디어,"인류에겐 이런 딥러닝 입문서가 필요했다. 딥러닝 입문자가 늘고 있지만, 수학 이론을 공부하자니 갈 길이 멀고 원리를 무시한 채 코딩부터 하자니 응용이 불가능하다. 수학 공식과 통계 이론을 달달 익혀야"
34,Introduction to Algorithms 양장본 HardCover ,토머스 코멘,한빛아카데미,"개정 3판에서는 많은 변화를 통해 완성도가 한층 강화되었다. 먼저 반 엠데 보아스 트리와 멀티스레드를 다루는 장이 추가되고, 점화식이 분할정복 장으로 정비되었다. 그리고 동적 프로그래밍과 그리드"
35,강화학습 /심층강화학습 실전 입문 PyTorch를 활용한  위키북스 데이터 사이언스 시리즈 25 ,오가와 유타로,위키북스,"강화학습과 심층강화학습 알고리즘을 직접 구현하면서 이해한다!

이 책에서는 강화학습이나 딥러닝 같은 이론보다는 강화학습을 실제로 구현하는 데 초점을 맞춘다. 연구자가 아닌 일반인을 대상으로 실제로"
36,심층 학습 제이펍의 인공지능 시리즈 13 ,이안 굿펠로,제이펍,"심층 학습의 다양한 주제를 소개하는 『심층 학습』. 심층 학습에서는 컴퓨터가 경험에서 지식을 수집하므로, 컴퓨터에 필요한 모든 지식을 사람 컴퓨터 운영자 이 일일이 지정할 필요가 없다. 그리고 개념들의"
37,Hello Coding 알고리즘,아디트야 바르가바,한빛미디어,알고리즘은 쉽게 말해 어떤 문제를 해결하기 위한 명령을 모아 놓은 것이다. 이 책에서 다루는 알고리즘은 다른 코드보다 속도를 빠르게 하거나 아주 흥미로운 문제를 풀기 위한 것이다. 정렬 및 탐색과 같은
38,심플 소프트웨어,맥스 카넷-알렉산더,길벗,"Google의 코드 건강 Code Health , 즉 코드의 가독성, 안정성, 단순성, 유지보수성은 어떻게 개선되어 왔을까? 오픈소스 버그질라 Bugwilla 는 어떻게 침체기를 벗어나 다운로드 수를 10배 이상 늘렸을까? 그"
39,파이썬을 활용한 머신러닝 쿡북,크리스 알본,한빛미디어,"200개 비법 레시피로 실무 머신러닝 문제를 쉽고 빠르게 해결하기 
200여 개의 비법 레시피를 제공하는 이 책은 실무에서 접하는 다양한 머신러닝 문제를 해결하도록 도와준다. 판다스나 사이킷런 같은 파이썬"
40,패턴 인식과 머신 러닝 제이펍의 인공지능 시리즈 11 ,크리스토퍼 비숍,제이펍,"현대 패턴 인식과 머신 러닝의 개념과 효과적 이해를 위한 수학적 사고!

지난 수년간 머신 러닝은 그 어느 때보다도 뜨거운 관심을 받았다. 특히, 2016년 알파고와 이세돌 9단의 대국은 더 많은 사람이"
41,"아두이노, 상상을 현실로 만드는 프로젝트 입문편 + 아두이노 키트 세트",최재규,영진닷컴,"『아두이노, 상상을 현실로 만드는 프로젝트 입문편 + 아두이노 키트 세트』는 아두이노를 처음 접하는 초보자들이 쉽게 배울 수 있도록 구성하고 있다. 아두이노가 무엇인지, 종류가 어떠한 것들이 있는지"
42,아두이노 입문 + 실전 종합편  한 권으로 끝내는 ,서민우,앤써북,"400쪽의 분량에 130여개의 단계별 초수/중수/고수 예제 실습과 실전 프로젝트 만들까지 아두이노의 모든 것이 한 권에 담겨있습니다.

이 도서는 아두이노를 처음 접하는 왕초보자가 고수가 될 수 있는"
43,파이썬 딥러닝 케라스 블록과 함께 하는 ,김태영,디지털북스,케라스는 딥러닝 전문가가 아니더라도 쉽게 딥러닝 모델을 만들고 사용할 수 있도록 개발된 딥러닝 라이브러리이다. 『파이썬 딥러닝 케라스』는 케라스 사용에 필요한 딥러닝 개념 설명과 실습 가능한 파이썬
44,파이썬과 케라스를 이용한 딥러닝/강화학습 주식투자 위키북스 데이터 사이언스 시리즈 15 ,김문권,위키북스,강화학습은 스스로 학습하는 머신러닝 기법으로서 주식 데이터 학습에 잘 적용되는 기법입니다. 이 책은 파이썬을 이용한 강화학습 기반의 주식투자 시뮬레이션 프로그램을 개발하는 방법을 설명합니다. 이를 위해
45,블록체인 무엇인가?,다니엘 드레셔,이지스퍼블리싱,"아마존 네트워크 분야 베스트셀러 1위! “도대체 블록체인이 뭔데?” 속 시원한 답이 이 책에 다 있다. 이 책은 과장된 소문에 휘둘리지도, 비트코인에 집중하지도 않는다. 중립적 입장에서 원리를 하나하나"
46,블록체인 해설서,이병욱,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

블록체인 기술의 실체가 무엇인지 명확히 설명해 주는 해설서다. 블록체인이 만들어지게 된 역사적 배경은 물론 그 작동 원리를 상세히 설명해 준다. 이를 통해"
47,실전! GAN 프로젝트 데이터 사이언스 시리즈 43 ,카일라쉬 아히르와,위키북스,"생성적 적대 신경망 Generative Adversarial Networks, GAN 을 사용하면 어떤 데이터 분포이든지 모방할 수 있기 때문에, 이를 바탕으로 차세대 인공지능 모델을 구축할 수 있다. GAN은 다양한 머신러닝 분야"
48,처음 배우는 인공지능,다다 사토시,한빛미디어,빅데이터가 축적되면서 머신러닝과 딥러닝 기술이 발전했고 개발자가 실제로 구현할 수 있는 프레임워크나 라이브러리가 등장했다. 전 세계 일류 IT 기업은 이러한 기술을 접목해 인공지능 서비스를 발표하고
49,다시 미분 적분,나가노 히로유키,길벗,"4차 산업혁명 시대, 꾸준히 주목받는 딥러닝, 머신 러닝, 데이터 분석 분야에서 수학은 이제 필수나 다름없다. 하지만 시험을 위한 수학만을 학습한 이들은 정확한 개념을 파악하기보다는 옳고 그름만을 판단하는"
50,양자 컴퓨터 프로그래밍 클라우드 컴퓨팅 ,블라디미르 실바,에이콘출판,"새로운 분야인 양자 컴퓨팅에서 프로그램을 작성하는 방법을 설명하는 책이다. 우선, 양자 역학이 우리의 직관과 어떻게 다르게 동작하는지 주요 개념을 소개한 후, 양자 컴퓨터의 특징인 큐빗, 얽힘, 논리 게이트"
51,파이썬 날코딩으로 알고 짜는 딥러닝,윤덕호,한빛미디어,이 책은 딥러닝 알고리즘의 원리를 깊숙이 이해하고 이를 파이썬 코딩만으로 구현하는 데 주안점을 둔다. 이를 위해 가장 간단한 신경망 구조부터 복잡한 응용 구조까지 다양한 딥러닝 신경망 예제의 실제 구현
52,R을 이용한 퀀트 투자 포트폴리오 만들기,이현열,제이펍,불과 몇 년 전까지만 하더라도 퀀트 투자는 일반 투자자들에게 매우 낯선 영역이었으나 최근 각종 커뮤니티와 매체를 통해 익숙한 단어가 되었습니다. 퀀트 투자는 수학과 통계를 기반으로 전략을 만들고 이를
53,머신러닝 도감 I♥A.I. 아이러브 인공지능  21 ,아키바 신야,제이펍,"이 책은 복잡한 머신러닝 알고리즘을 그림과 함께 하나하나 살펴보는 입문서입니다. 전문가가 아닌 사람도 머신러닝을 이해할 수 있도록 지도 학습과 비지도 학습에 해당하는 17가지 알고리즘을 설명합니다. 또한,"
54,실전 예제로 배우는 GAN 데이터 사이언스 시리즈 38 ,조시 칼린,위키북스,"생성적 적대 신경망 GAN  개발 작업은 복잡할 뿐만 아니라, 이해하기 쉬운 코드를 찾기도 어렵다. 이 책에서는 CycleGAN, simGAN, DCGAN 및 2차원 이미지로 3차원 형상을 생성하는 모델과 같은 여덟 가지 최신 GAN"
55,모두의 알고리즘 with 파이썬,이승찬,길벗,"4차 산업혁명이 가져올 일자리와 삶의 변화 그 중심에 있는 알고리즘을 배워 보자! 인공지능이 일자리를 대체하는 시대가 되면서, 코딩 교육과 컴퓨팅 사고의 중요성이 나날이 커지고 있다. 그리고 그 중심에는"
56,순수 함수형 데이터 구조 양장본 HardCover ,크리스 오카사키,에이콘출판,불변성 immutability 과 지연 계산 laziness 을 활용해 100% 함수적으로 만든 데이터 구조와 알고리즘도 명령형 데이터 구조나 알고리즘만큼 성능이 좋을 수 있다는 것을 보여준다. 그리고 함수형 데이터 구조를
57,아키텍트와 엔지니어를 위한 IoT 가이드,페리 레아,에이콘출판,"사물인터넷을 구성하는 가장 작은 단위인 센서부터 클라우드에 이르기까지 사물인터넷 솔루션의 모든 스펙트럼을 폭 넓게 다루는 책이다. 센서의 기반 기술부터 센서 데이터를 전달하기 위한 통신 이론, Bluetooth"
58,강화학습 첫걸음,아서 줄리아니,한빛미디어,"알파고의 기반인 강화학습은 게임 AI나 자율주행 등 업계 활용성이 높아 인공지능의 미래로 단연 주목받고 있다. 이 책은 복잡한 이론을 두루뭉술하게 설명하는 대신, 예제 코드를 직접 돌려보며 강화학습"
59,Python으로 시작하는 빅데이터분석 및 인공지능,조준모,인피니티북스,이 책은 파이썬의 기초를 익히고 빅데이터 분석과 인공지능의 기초지식을 확립하기 위해 기본이론과 다양한 실습예제들로 공부하는 개론서이다. 인공지능을 수행하기 위해서는 빅데이터가 입력으로 주어지며 이를
60,마스터링 이더리움,안드레아스 M. 안토노풀로스,제이펍,"《Mastering Bitcoin》과 함께 블록체인 개발자의 필독서!

《비트코인, 공개 블록체인 프로그래밍 Mastering Bitcoin 》을 집필한 세계 최고의 블록체인 전문가인 안르레아스 안토노풀로스와 이더리움의 공동"
61,구글 클라우드 플랫폼상의 데이터 과학 데이터 과학 ,발리아파 락쉬마난,에이콘출판,"구글 클라우드 플랫폼 GCP 상에서 실제 문제에 정교한 통계 및 머신 러닝 방법론을 쉽게 적용하는 방법을 알려주는 책이다. 데이터 과학 분야에 입문하는 개발자는 통계와 머신 러닝 방법론, GCP 도구를 이용해"
62,골빈해커의 3분 딥러닝 텐서플로맛,김진중,한빛미디어,"이 책은 신경망 기초부터 CNN, Autoencoder, GAN, RNN, DQN까지 딥러닝의 가장 기본이 되는 모델들을 직접 구현하며 몸으로 익히도록 구성했습니다. 이론을 깊이 파헤치기보다는 다양한 딥러닝 모델의 기초 개념과"
63,The Next Robot with EV3,정웅열,핸즈온테크놀러지,이 교재는 이러한 내용을 담고 있기 때문에 얼핏 시중에 나온 프로그래밍 또는 알고리즘 책들과 비슷해 보이기도 한다. 그러나 'The NEXT ROBOT with EV3'는 다음과 같은 이유들로 다르다. 로봇을 활용하여
64,소프트웨어 공학 새로쓴 ,최은만,정익사,▶이 책은 소프트웨어 공학을 다룬 이론서입니다. 소프트웨어 공학의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
65,파이썬 머신러닝 판다스 데이터 분석,오승환,정보문화사,파이썬 초급자나 중급자가 데이터 분석과 머신러닝을 배우고자 마음먹었다면 이 책을 선택해야 한다. 필수 라이브러리를 소개하고 설치부터 예제 코드를 따라 하면서 자연스럽게 익숙해지도록 안내하고 있기
66,클린 코더 acornLoft ,로버트 마틴,에이콘출판,"[클린 코더]는 세계적으로 유명한 프로그래머 '밥 아저씨' 로버트 마틴이 쓴 책으로, 프로 개발자가 되는 길을 알려준다. 수십 년의 경험을 바탕으로 장인 정신, 실천 기법, 도구뿐만 아니라 프로가 가져야 할"
67,소프트웨어 테스팅 실무 개발자도 알아야할  3판 ,권원일,STA,ISTQB 국제 표준적 지식체계 근간 『개발자도 알아야할 소프트웨어 테스팅 실무』. 테스팅을 어려워하는 이들도 실무에 대한 내용을 파악할 수 있도록 소프트웨어 테스팅에 대한 상세한 정보를 제공한다. 테스팅에
68,"인공지능, 머신러닝, 딥러닝 입문 알고리즘으로 배우는  데이터 사이언스 시리즈 2 ",김의중,위키북스,"[알고리즘으로 배우는 인공지능, 머신러닝, 딥러닝 입문]은 인공지능에 관심이 있는 모든 독자들을 위해 검증된 역사적 사실과 연구 배경 등을 다루고 있으며, 특히 머신러닝과 딥러닝 분야의 개발자들에게는 쉽게"
69,실전! 하이퍼레저 패브릭 위키북스 해킹 & 보안 시리즈 18 ,이승한,위키북스,"이 책에서는 하이퍼레저 패브릭 Hyperledger Fabric 의 개념을 비롯해 다양한 유형의 패브릭 네트워크를 구축하는 내용을 다룬다. 하이퍼레저 패브릭의 특징과 구성요소부터 멀티 호스트 네트워크 구성, 메트릭"
70,"피처 엔지니어링, 제대로 시작하기",앨리스 젱,에이콘출판,"2019년 대한민국학술원 우수학술도서 선정도서

머신 러닝의 결과는 데이터를 얼마나 잘 표현하는 피처를 추출하는가에 달려있다고 할 수 있다. 그러나 머신 러닝을 위한 다양한 알고리즘이나 도구에 대한"
71,PyTorch로 시작하는 딥러닝,비슈누 수브라마니안,에이콘출판,"이 책은 파이토치를 이용한 딥러닝 입문서다. 파이토치는 최근 글로벌하게 가장 큰 주목을 받는 머신 러닝/딥러닝 프레임워크다. 딥러닝 입문자를 대상으로 기본적인 선형/회귀 모델부터 CNN, RNN, GAN과 같은"
72,데이터 과학자를 위한 금융 분석 총론 양장본 HardCover ,마크 베넷,에이콘출판,"금융 분석에 필요한 핵심 이론과 예제 코드로 구성된 책이다. 이론 설명에 수학적 증명이 포함돼 있어 깊이 있게 학습할 수 있고, R 코드로 구현해 이론을 직접 확인할 수도 있다. 시카고대학교와"
73,파이토치 첫걸음,최건호,한빛미디어,"■ 페이스북이 주도하는 딥러닝 프레임워크 파이토치 
기초부터 스타일 트랜스퍼, 오토인코더, GAN 실전 기법까지 A to Z 
딥러닝 구현 복잡도가 증가함에 따라 ‘파이써닉’하고 사용이 편리한 파이토치가"
74,기계는 어떻게 생각하는가?,숀 게리시,이지스퍼블리싱,"미래는 벌써 우리 곁에 다가와 있다. 자율 주행차가 도로를 달리고, 알고리즘이 내가 좋아하는 영화와 TV 프로그램을 추천해 주며, IBM 왓슨은 TV 퀴즈 쇼 〈제퍼디!〉에서 우승을 거두었고, 알파고는 이세돌을"
75,IT 인프라 구조 그림으로 공부하는 ,야마자키 야스시,제이펍,"[그림으로 공부하는 IT 인프라 구조]는 인프라 엔지니어, 애플리케이션 개발자, DB 관리자들을 위해  ‘IT 인프라’ 구조에 관해 설명하는 책이다. 시스템의 고도화, 복잡화가 이루어짐에 따라 인프라 전체 구조를"
76,알고리즘 도감,이시다 모리테루,제이펍,"앱과 함께 직관적으로 배우는 알고리즘 학습서!
그림으로 기억하는 그래프 탐색 & 정렬 리스트 수록!
출시 1년도 안 되어 50만 회 이상 다운로드되었고, ‘애플이 선택한 2016년 베스트 앱’으로도 선정된"
77,"실체가 손에 잡히는 딥러닝, 기초부터 실전 프로그래밍",아즈마 유키나가,책만,"지금까지 나왔던 다른 어떤 책들과는 달리 딥러닝을 수식과 코드로서 매우 이해하기 쉽게 설명한다. 또한, 간결하고 이해하기 쉬운 예제 코드들이 하나 하나 모여 책의 마지막에 이르러 최종적으로 실전에서도"
78,파이썬과 NumPy로 배우는 선형대수,이정주,비제이퍼블릭,"파이썬은 문법이 단순하여 배우는 데 걸리는 시간이 다른 언어에 비해 적게 들며 직관적이라 코드를 읽고 이해하기 쉽습니다. 또한 머신러닝 관련 라이브러리, 프레임워크가 많이 제공되는 언어입니다. 이런"
79,라즈베리파이로 시작하는 핸드메이드 IoT,임근식,비제이퍼블릭,이 책은 독자들이 온라인 쇼핑몰들을 통하여 쉽게 접할 수 있는 라즈베리파이 보드를 활용한다. 백 번 읽는 것보다 한 번 해보는 것이 유익하다는 철학 아래 다양한 예제들을 학습할 수 있도록 내용을 충실히
80,케라스 창시자의 딥러닝 with R 제이팝의 인공지능 시리즈 15 ,프랑소와 숄레,제이펍,"머신러닝은 최근 몇 년 동안 주목할 만한 발전을 이루었다. 딥러닝 시스템을 통해 이전에는 불가능했던 스마트 애플리케이션을 사용할 수 있게 되었으며, 이미지 인식 및 자연어 처리, 데이터의 복잡한 패턴 식별"
81,딥러닝에 목마른 사람들을 위한 PyTorch,장지수,비제이퍼블릭,"이 책은 혼자서도 딥러닝을 학습하고 싶으신 분들을 위한 자습서 겸 안내서다. 딥러닝 학습 환경을 구축하고, 기초 이론을 딥러닝 프레임워크인 “PyTorch”를 사용하여 낱낱이 살펴보고 최근 이미지 처리, 자연어"
82,"아두이노, 상상을 현실로 만드는 프로젝트: 입문편",최재규,영진닷컴,아두이노는 현재 전 세계에서 가장 널리 사용되고 있는 오픈소스 기반의 피지컬 컴퓨팅 플랫폼입니다. 하드웨어나 소프트웨어의 전문 지식이 없어도 누구나 쉽게 배우고 사용할 수 있도록 개발되어 많은
83,ROS 로봇 프로그래밍 개정증보판 ,표윤석,루비페이퍼,이 책은 로봇 프로그래밍에 입문하는 사람을 위해 로봇 운영체제의 핵심과 ROS에서 반드시 알아야 할 주요 개념부터 시작합니다. 초보자도 쉽게 알 수 있도록 친절하게 설명하는 게 특징인데요. 특히 ROS에서 주로
84,텐서플로로 배우는 딥러닝,솔라리스,영진닷컴,"이 책에서는 딥러닝 기법의 이론적 배경이 되는 기초적인 수학적 이론들을 자세하게 소개하고, 딥러닝 기초 모델들 ANN, 오토인코더, CNN, RNN 의 정확한 이해를 위해 텐서플로 예제 코드와 함께 설명합니다."
85,IoT 서비스 만들기 쉽게 따라하는 ,이미향,정보문화사,"이 책은 아두이노로 개발된 제품을 앱 인벤터로 컨트롤하는 앱을 개발하는 내용으로 구성하였습니다. 피지컬 컴퓨팅과 블록코딩을 함께 강의 또는 학습 할 수 있으며, 아두이노 따로, 앱 인벤터 따로 공부하지"
