순위,제목,저자,출판사,요약
11,엑셀 2016 함수&수식 바이블,최준선,한빛미디어,"엑셀의 강력한 함수와 수식으로 최적화된 업무 활용 능력을 마스터한다!
당신의 업무 경쟁력이 한층 업그레이드된다!
실무에서 가장 자주 쓰는 100여 개의 엑셀 함수만 선별해 업무에 바로 적용할 수 있는 실무"
12,엑셀의신 회사에서 쓰는 실무엑셀 황금부엉이 Using Bible 시리즈 32  양장본 HardCover ,심지은,황금부엉이,"“눈알 빠지게 데이터를 찾아 복사+붙여넣기 했던 주간 보고서, 
이제야 엑셀의 신세계를 경험하고 자괴감이 듭니다.
제가 그동안 무슨 짓을 한거죠?”
- 엑셀 삽질 2년차, 직장인 C양

엑셀 때문에 고생하고"
13,엑셀 바이블,최준선,한빛미디어,"엑셀 2007, 2010, 2013, 2016, 2019, Office 365 등 모든 버전에서 엑셀의 주요 기능을 익히면서 기본 원리부터 활용 사례까지 체계적으로 학습할 수 있다. 버전별로 차이가 나는 내용은 상세한 사용 팁과 함께"
14,파워포인트 실무 테크닉 105 칼퇴를 부르는 ,이희정,제이펍,현재 시중에는 다양한 파워포인트 관련 도서를 판매하고 있습니다. 또한 정보화 시대에 걸맞게 인터넷 검색만 해도 방대한 자료를 쉽게 접할 수 있습니다. 하지만 그 대부분이 단순한 도구 사용법에 지나지
15,엑셀 파워포인트 워드 원노트 아웃룩 초보 직장인을 위한 ,장경호,영진닷컴,"프로 야근러, 대한민국 직장인, 오피스 입문자를 위한 
“엑셀 & 파워포인트 & 워드 한글Tip  & 아웃룩 & 원노트”의 
핵심 기능과 공동, 연동 기능이 알차게 구성된 한 권의 책! 

■ 모든 버전 2010, 2013,"
16,직장인을 위한 실무 파워포인트 CD1장포함 ,김기만,길벗,"『직장인을 위한 실무 파워포인트』는 누구보다 빠르게 업무를 마무리할 수 있는 업무 시간 단축 스킬과 파워포인트 전문가의 팁을 담았다. 정확한 분석으로 메시지를 만들고, 이미지와 멀티미디어 기능을 활용해"
17,엑셀 피벗&파워 쿼리 바이블,최준선,한빛미디어,"엑셀 데이터베이스 관리에 필요한 기본 기능부터 피벗 테이블, 피벗 차트, 파워 쿼리까지 데이터 분석, 시각화 및 보고서 작성에 관한 다양하고 수준 높은 기능을 현장에서 가장 많이 활용하는 실무형 예제로"
18,신프로의 쉽고 빠른 파워포인트 디자인,신프로 신강식 ,한빛미디어,"빠르지만 제대로, 쉽지만 완성도 높은 디자인, 내가 하고 만다!
파워포인트는 엑셀과 함께 대표적인 오피스 프로그램으로써 주로 프레젠테이션을 위한 도구로 사용되었습니다. 하지만, 이제는 프레젠테이션 문서"
19,눈이 편한 한글 2010,김미영,영진닷컴,『눈이 편한 한글 2010』은 누구나 쉽게 배우고 활용할 수 있도록 구성한 책이다. 큰 글씨와 큰 그림으로 눈이 편안하다. 기초부터 실생활에 사용되는 예제까지 꼭 필요한 부분을 엄선하여 수록했다.
20,뚝딱뚝딱 배우는 엑셀 2010,IT교재연구팀,시대인,"[뚝딱뚝딱 배우는 엑셀 2010]은 엑셀2010의 기초 입문서로, 누구나 쉽게 배울 수 있도록 구성한 책이다. 책에는 엑셀2010 다룸에 있어 필수적으로 알아두어야 할 기능들만을 뽑아 수록했고, [알아두기]를 통해"
21,엑셀 2019 매크로&VBA 무작정따라하기,이동숙,길벗,"회사에서 자주 사용하는 핵심 기능만 쏙 뽑아 업무에 딱 맞게 적용해 보세요.
_엑셀 매크로&VBA 분야 베스트셀러 1위 
_내 업무에 딱 맞는 업무 자동화 모든 버전 사용 가능 
_우선순위 CORE 20! 업무 자동화로"
22,실무 데이터 분석 with 엑셀 만만한 ,박혜정,영진닷컴,"데이터, 비로소 엑셀에서 ‘가치’가 되다!
만만한 실무 데이터 분석 with 엑셀 

현대는 누구나 데이터를 분석할 수 있는 시대라고 할 수 있습니다. 또한, 우리는 이미 정확한 내용을 전달할 때 ‘숫자’로"
23,EZ의 맛있는 파워포인트 디자인 168,이지훈,위키북스,"『EZ의 맛있는 파워포인트 디자인 168』은 파워포인트를 쉽게 재미있게 배울 수 있도록 구성한 책이다. 마치 쉬운 요리책처럼 따라 하면서, 파워포인트 디자인을 완성하게 된다. 처음 배우는 초보자는 물론"
24,직장인을 위한 실무 액세스 CD1장포함 ,염기웅,길벗,"[직장인을 위한 실무 액세스]는 액세스 2010/2013/2016 의 모든 버전을 사용 가능한 비즈니스 빅테이터 분석부터 활용까지 다룬 책이다. 국내 유일의 액세스 MVP이자, 액세스 전문 기업 대표가 직접 제작한 실전"
25,직장인을 위한 실무 엑셀&파워포인트 CD1장포함 ,배준오,길벗,"엑셀&파워포인트 Office365/2007/2010/2013/2016  모든 버전 사용 가능
▷엑셀과 파워포인트를 하나의 프로그램처럼!
_빅데이터의 분석, 관리부터 설득력 있는 비주얼 보고서 작성법까지 총망라
▷업무 효율"
26,엑셀&파워포인트&워드 2019+한글 무작정 따라하기,박미정,길벗,"검색보다 빠르고, 동료보다 친절하다!
회사에서 자주 사용하는 핵심 기능만 쏙 뽑아 업무에 딱 맞게 적용해 보세요.
_믿고 보는 최고의 오피스 핵심 실무서 
_단 한권으로 해결! 모든 버전 완벽 대응 오피스"
27,한글워드 한번에 끝내기 바쁜 직장인을 위한 ,김영순,에듀웨이,"한글과 워드는 공통된 기능들이 많지만, 제대로 사용하는 사용자는 많지 않다. 우리나라에서는 주로 한글로 문서를 만들지만, 협업이나 공유를 위해 MS 워드를 사용해야 하는 문서 작업도 역시 많다. 이 책에서는"
28,한컴오피스 NEO 스마트한 업무를 위한  CD1장포함 ,한글과컴퓨터,영진닷컴,"초보자들도 무리 없이 학습할 수 있도록 친절한 설명과 따라하기로 구성한 [스마트한 업무를 위한 한컴오피스 NEO: 한글+한셀+한쇼]. 책은 업그레이드된 한글, 한셀, 한쇼의 스마트한 업무를 위해 꼭 필요한 핵심"
29,쉽게 배우는 MS Project 2016,안재성,제이에스팩토리,『쉽게 배우는 MS Project 2016』은 초보자도 MS Project를 사용할 수 있도록 프로젝트 관리개념을 정리한 책이다. 이론과 실습을 담아 보다 쉽게 MS Project를 활용할 수 있도록 도와준다. Microsoft Office
30,엑셀 2016 매크로 & VBA 기본+활용,김복희,시대인,"많은 양의 데이터 처리는 문서 자동화 작업으로 끝내자!

다년간 마이크로소프트 엑셀 MVP에 선정되고 있는 엑셀 전문가가 매크로 및 VBA 프로그래밍을 통해 업무를 효율적으로 운용할 수 있는 기술을"
31,회사에서 바로 통하는 실무 엑셀 데이터 활용+분석,김경자,한빛미디어,"실무에서 데이터를 편집, 요약, 분석, 집계할 때 꼭 알아야 할 엑셀의 핵심 기능 예제 50개와 업무에 바로 활용할 수 있는 프로젝트 실무 예제 16개를 수록했다. 표와 필터로 업무에 맞게 데이터를 관리하고,"
32,엑셀 테크닉 122 칼퇴를 부르는 ,후지이 나오야,제이펍,어디에나 쓰이는 엑셀이지만 엑셀만큼 잘 사용하는 사람과 그렇지 않은 사람의 차이가 극적으로 나는 도구도 없습니다. 하지만 작업 효율을 높이고 실수를 줄이는 기술은 누구나 배울 수 있을 정도로 쉽습니다. 이
33,회사 실무에 힘을 주는 파워포인트 2019,김은정,정보문화사,"기본, 활용, 프로젝트로 이어지는 체계적인 예제
기본 기능을 사용하는 방법을 체계적으로 설명했으며 실무에서 어떤 예제를 이용하고 어떤 기능을 활용하는지 응용 방법을 깊이 있게 서술하였습니다. 150개의"
34,엑셀 VBA 파워 코딩의 정석 엑셀러 권현욱의 VBA Power Coding ,권현욱,디지털북스,"20년 가까이 운영되고 있는, 엑셀과 VBA 전문 사이트 ‘아이엑셀러 닷컴’의 대표인 저자의 실무 경험과 노하우를 한 권에 담았습니다. 총 5개의 파트를 통해 ‘엑셀 VBA’라는 커다란 덩어리를 만져보고, 또"
35,한글 2010 기초 실무 무작정 따라하기 CD1장포함 ,류정선,길벗,확 달라진 한글 2010의 새 기능부터 고급 실무 문서 작성까지 학습하는 교재. 한글 2010을 처음 접하는 사용자뿐만 아니라 기존 버전의 사용자도 새로워진 한글 메뉴에 빠르게 적응할 수 있도록 구성하였다.
36,액세스 2013 무작정따라하기 CD1장포함 ,염기웅,길벗,이 책은 회사에서 사용한 영수증을 모아 정산을 받는 비용보고 데이터베이스를 만드는 과정을 통해 우선적으로 필요한 기능들을 먼저 설명합니다. 초보자도 쉽게 익힐 수 있고 이 책을 덮을 쯤에는 데이터베이스를
37,세상에서 제일 친절한 엑셀,박재영,한빛미디어,[세상에서 제일 친절한 엑셀]은 더 이상의 엑셀 삽질이 없도록 삽질 방지 3단계로 안내하는 책이다. 삽질 방지 1단계에서는 친절하게 엑셀의 기본 원리를 설명한다. 엑셀 2007에서 엑셀 2016까지 모든 버전에
38,회사에서 바로 통하는 한글 NEO For Starters,신면철,한빛미디어,"최적화된 실무 예제로 한글을 단숨에 마스터한다! 한글로 다양한 문서를 작성해야 하는 실무 담당자를 위해 한글의 56가지 핵심기능을 수록하여 업무에 활용할 수 있도록 구성했다. 주간 업무 계획서, 지출결의서,"
39,한글 2010 뚝딱뚝딱 배우는 ,IT교재연구팀,시대인,[뚝딱뚝딱 배우는 한글 2010]은 한글 2010을 다룸에 있어 필수적으로 알아두어야 할 기능들만을 뽑아 10개의 마당으로 구성하여 설명 형식과 따라하기 형식을 적절히 조합하여 구성한 책이다. [알아두기]를 통해
40,엑셀 2019 무작정 따라하기,김철,길벗,"검색보다 빠르고, 동료보다 친절하다!
회사에서 자주 사용하는 핵심 기능만 쏙 뽑아 업무에 딱 맞게 적용해 보세요.

500만 독자의 선택
오피스 분야 베스트셀러 1위
25년 이상 독자의 꾸준한 사랑을 받고"
41,회사에서 바로 통하는 실무 엑셀 최강 업무 활용법,전미진,한빛미디어,"실무에서 막힘없이 써먹는 엑셀 최강 업무 활용법! 무적의 실무 문서 작성 프로젝트 예제로 익혀라!
엑셀 모든 버전에서 완벽하게 학습한다! 
엑셀을 다루는 데 반드시 알아야 할 최우선순위 핵심기능 31개로"
42,블랙러블리의 최강 실무 엑셀왕,블랙러블리 김상수 ,진서원,700만 직장인이 다녀간 네이버 NO.1 엑셀 블로그 주인장 블랙러블리가 5년간 구독자들과 질문 답변 한 내용을 정리하여 책으로 묶었다. 저자는 급하게 필요한 엑셀 서식을 온라인에서 찾을 수 없어 직접 엑셀
43,엑셀 파워포인트 워드 2016 무작정 따라하기 CD1장포함 ,박미정,길벗,『엑셀 파워포인트 워드 2016 무작정 따라하기』는 회사 실무에 꼭 필요한 기본 기능부터 업무 효율을 높여주는 핵심 기능까지 실무에 필요한 것들만 뽑아 소개한다. 회사 업무에서 자주 사용하는 필수 기능만
44,비주얼 프레젠테이션 by 파워포인트 기업이 선택하고 현장에서 주목받는  CD1장포함 ,이승일,길벗,단순한 보여주기식 프레젠테이션은 기억에 남지 않는다. 메시지를 효과적으로 전달하는 진짜 프레젠테이션 [비주얼 프레젠테이션 by 파워포인트]. 책에는 기업이 선택한 프레젠테이션 전문 기업 ‘파워피티’가
45,한글 2010 쉽게 배우기 2011  확달라진  0 ,박민재,영진닷컴,"- 독자대상 : 한글2010 프로그램 사용자
- 구성 : 기능 소개 + 따라하기식 설명 + 예제
- 특징
① 다양한 실무 예제로 배우는 한글 21010의 문서 편집 기능
② 누구나 쉽게 학습할 수 있는 수 있는 체계적인"
46,리얼 비주얼 씽킹 with 파워포인트,이재현,영진닷컴,"비주얼 씽킹은 머릿속에 맴도는 추상적인 개념을 한 번에 이해할 수 있도록 흐름이나, 관계, 각각의 내용들을 이미지로 표현하는 행동을 말한다. 이렇게 만들어진 결과물을 타인이 보았을 때 ‘대단하다’,"
47,한글 2014 무작정따라하기 CD1장포함 ,류정선,길벗,『한글 2014 무작정따라하기』은 한글 2014의 기본 기능부터 차근차근 배워 문서 작성에 필요한 기본기를 다지고 업무 효율을 높이는 단축키까지 배워 실무에 활용할 수 있습니다. 문서의 기본이 되는 구조부터
48,엑셀 파워포인트 2016 회사에서 바로 통하는 ,전미진,한빛미디어,최적화된 실무 예제로 엑셀과 파워포인트를 단숨에 마스터한다! 회사에서 바로 통하는 실무 예제로 엑셀 문서 작성과 파워포인트 프레젠테이션에 필요한 핵심기능을 한 권으로 빠르게 마스터할 수 있다.
49,파워포인트 팁북 CD1장포함 ,김봉정,길벗,"파워포인트에 대한 부담을 버려라!
파워포인트 『기본&실무』 완벽 대응 핵심 TIP 100
[파워포인트 모든 버전 사용 가능]
▷ 작지만 강하다. 단, 한 권으로 파워포인트를 마스터하는 콤팩트 바이블! 
▷"
50,엑셀 매크로 프로그래밍 CD1장포함 ,정우영,좋은땅,《엑셀 매크로 프로그래밍》은 일상 업무에서 매크로 프로그래밍을 통해 데이터를 주기적으로 편집하는 사용자의 편의를 위해 제작되었다. 사용자가 엑셀 매크로를 더욱 쉽게 이해하고 활용할 수 있도록
51,회사에서 바로 통하는 엑셀 파워포인트 워드 2016 한글 NEO 윈도우 10 회사통 ,전미진,한빛미디어,"실무에서 통하는 예제로 오피스를 마스터하고 윈도우 최신 버전으로 업무 생산성을 끌어올린다! 회사에서 바로 통하는 실무 예제로 엑셀, 파워포인트, 워드, 한글의 핵심기능을 한 권으로 배울 수 있으며, 윈도우"
52,보고서 작성 원리 70 엑셀 파워포인트 워드를 이용한 ,요시자와 준토쿠,길벗,"『엑셀 파워포인트 워드를 이용한 보고서 작성 원리 70』은 프레젠테이션이나 기획, 제안, 상사에게 보고 등 비즈니스 문서 작성에 꼭 필요한 기본 원칙 70가지를 소개한다. 엑셀&파워포인트&워드 한 가지"
53,파워포인트 2016 원리쏙쏙 IT 실전 워크북 18 ,김도린,아티오,"이 책은 파워포인트 2016 버전을 이용하여 컴퓨터 초보자가 프레젠테이션 문서를 잘 만들고 실전 업무에 응용할 수 있도록 체계적으로 설명한 책입니다. 

본문이 따라하기 형태로 구성되어 있어 그대로 진행하다"
54,한글 2010과 함께하는 컴퓨터로 문서 만들기 우당탕탕 시리즈 ,정선아,마린북스,"★ 실생활에서 가장 많이 사용되는 OA 프로그램을 쉽고 재미있게 배울 수 있습니다.
★ 쉽게 따라할 수 있고 재미있게 학습할 수 있는 예제로 구성하였습니다.
★ 각 차시별로 혼자서 직접 만들 수 있는 예제를"
55,액세스 2007 무작정 따라하기 CD1장포함  무작정 따라하기 197 ,이종석,길벗,"'무작정 따라하기' 시리즈, 제197권 『국내 정상의 DB & 웹 사이트 전문가 이종석과 함께하는 엑세스 2007 무작정 따라하기』. 액세스 2007의 기본 기능부터 실무 기능까지 따라하기 형식의 예제를 통해 흥미롭게"
56,메이커 매뉴얼,안드레아 마이에타,한빛미디어,"[메이커 매뉴얼]은 메이커가 반드시 알아야 할 기본적이면서도 필수적인 지식들을 정리한 메이커 분야 입문서 및 안내서이다. 책은 메이커의 정의, 프로젝트의 시작 및 관리, 팀 협업 및 관리, 자금 조달 방법,"
57,한글 2010 스마트스쿨 ,렉스기획팀,렉스미디어닷넷,"본서는 한글 2010의 주요 기능을 활용하여 실용적인 문서 양식의 쉬운 따라하기로 자연스럽게 기능을 익힐 수 있으며, 다양한 응용력을 높일 수 있도록 다양한 TIP과 알아두면 실력튼튼 항목을 추가"
58,한글 2010으로 문서꾸미기 OK CLICK 시리즈 16 ,김혜영,교학사,"한글 교재 『한글 2010으로 문서꾸미기』. 한글을 쉽고 재미있게 배울 수 있도록 어렵지 않은 예문과 큰 글자체, 큰 화면 그림으로 누구나 부담 없이 학습할 수 있게 안내한다. 특히 ‘배울 내용 미리보기’를"
59,파워포인트 2016으로 발표하기 Ok! Click 시리즈 33 ,장미희,교학사,Ok! Click 시리즈는 컴퓨터의 OA 기반을 다질 수 있도록 야심차게 준비한 교재입니다. 인터넷이 일반화되고 컴퓨터가 기본이 된 현실에서 컴퓨터를 보다 쉽고 재미있게 배울 수 있도록 어렵지 않은 예문과 큰
60,정보화 실무: Powerpoint 2016 파워포인트  기초에서 실무까지 ,김수진,교학사,“기초에서 실무까지 정보화”는 컴퓨터에 익숙하지 않은 분들을 위한 도서 시리즈입니다. 짧은 시간에 컴퓨터 기초를 다져서 실무에 활용할 수 있도록 기본적인 내용과 필수적인 기능만을 골라 담았습니다. 총
61,한글 2018 뉴마이러브 New Mylove  시리즈 ,안영희,교학사,"한글 2016의 기본적인 디자인과 실행과 종료, 한글 2018의 기능들을 소개하고 한글의 작업 공간인 문서의 편집과 관리, 인쇄하는 방법을 익힌 뒤, 한글에서 기본적으로 많이 사용하는 주요 기능인 표 그리기와"
62,한글 2014 더 쉽게 배우기 CD1장포함 ,박소정,영진닷컴,"편리한 업무 작성을 위한 [한글 2014 더 쉽게 배우기]. 새롭게 바뀐 한글 2014의 여러가지 편리하고 빠른 기능들을 익힐 수 있도록 도와주는 책이다. 입문자들의 눈높이에 알맞게 알기 쉽게 설명하고 있으며,"
63,프로들의 에버노트,홍순성,영진닷컴,"에버노트는 텍스트는 물론, 오디오, 이미지, 사진, MS문서, PDF 등 다양한 자료를 한곳에 보관할 수 있는 장점을 가지고 있는 툴이다. 또한, 표를 만들어 자료를 하나의 노트에 깔끔하게 정리할 수 있으며, 스키치"
64,비즈니스 문서 작성의 기술,강성범,영진닷컴,『비즈니스 문서 작성의 기술』은 직장인의 숙명과도 같은 비즈니스 문서를 어떻게 하면 제대로 만들 수 있는지에 대한 저자의 고민과 해결책이 모두 담겨 있다. 비즈니스 문서 작성 시 지켜야 하는 육하원칙과
65,엑셀2013 쓱 하고 싹 배우는  쓱싹 시리즈 3 ,최옥주,영진닷컴,"이 책은 큰 그림과 큰 글씨로 설명하고, 생활 속 예제를 통해 누구나 쉽고 빠르게 엑셀을 배울 수 있습니다. 엑셀의 기본 기능, 데이터 활용 방법부터 배우고, WordArt, 서식을 이용해 문서를 다양하게 만들어"
66,한글 2014 쓱 하고 싹 배우는  쓱싹 시리즈 4 ,안은진,영진닷컴,"한글은 쉽게 문서를 작성할 수 있게 도와주는 대표적인 프로그램 중 하나입니다. 간단한 문서 작성은 물론, 문서를 꾸밀 수 있는 다양한 기능을 가지고 있습니다. 이 책은 큰 그림과 큰 글씨, 그리고 재미있는"
67,쉽게 배워 폼나게 활용하는 한글 2010 Easy 시리즈 8 ,한정수,성안당,"쉽게 배워 폼나게 활용하는 한글 2010은
-전국컴퓨터교육협의회 추천도서 입니다.
-실용적인 예제 : 자세한 따라하기 방식으로 해설하여 기능을 쉽게 배울 수 있습니다.
-혼자풀어보기 : 배운 기능을 스스로"
68,엑셀 2010 쉽게 배워 폼나게 활용하는  Easy 시리즈 9 ,박윤정,성안당,"ㆍ전국컴퓨터교육협의회 추천도서입니다.
ㆍ실용적인 예제 : 자세한 따라하기 방식으로 해설하여 기능을 쉽게 배울 수 있습니다.
ㆍ혼자풀어보기 : 배운 기능을 스스로 활용할 수 있도록"
69,액세스 ACCESS  2010 기본 활용 대한민국 1%로 가는 ,김진아,성안당,"액세스 전문가가 가르쳐주는 데이터베이스 관리 노하우
대한민국 1%로 가는                 
액세스 ACCESS 2010 기본+활용  1판 3쇄 
?
빅데이터 시대, 데이터가 자산이 되는 시대가 성큼 다가왔다. MS"
70,STEP BY STEP MICROSOFT OFFICE PROJECT 2007 CD1장포함 ,CARL CHATFIELD,정보문화사,"이 책은 성공적인 프로젝트 수행을 위한 단계별 실습 가이드북이다. 초보자도 쉽게 익힐 수 있는 단계별 학습을 제시한다. 프로젝트 관리 기법을 병행하는 깊이 있는 해설, 프로젝트 관리 예제를 활용한 철저히"
71,엑셀 리스타트: 베이직편 CD1장포함 ,이형범,정보문화사,None
72,엑셀 2010 함수 수식 회사 실무에 힘을 주는 ,이형범,정보문화사,"엑셀 고급기능인 함수와 수식에 대한 지식을 길러주는 『엑셀 2010 함수 수식』. 이 책은 중급함수에서부터 고급함수와 배열 수식, 차트 작성, 필터와 시나리오 등 실무에서 많이 쓰이고 다양하게 활용이 가능한"
73,엑셀 2010 쉽게 배우는 ,CURTIS D. FRYE,정보문화사,"『엑셀 2010』은 꼭 알아야 할 필수 내용만 알기 쉽게 정리한 엑셀 가이드 북이다. 재무 데이터 또는 지출 비용 등을 관리하는 방법과 복잡한 작업을 수행하기 위해 수식과 함수를 작성하는 방법, 데이터를"
74,한글 2014 회사 실무에 힘을 주는 ,이형범,정보문화사,『회사 실무에 힘을 주는 한글 2014』은 한글 2014의 모든 기능을 설명하려고 하지 않았습니다. 필요한 기능만을 간추려 만들고자 하는 문서를 효율적으로 작성할 수 있도록 노력하였습니다. “회사 실무에 힘을
75,엑셀 2016 매크로 & VBA 회사 실무에 힘을 주는 ,김경자,정보문화사,[엑셀 2016 매크로 & VBA]는 기업을 구성하는 대표적인 부서에서 사용할 수 있는 가장 쓸모 있고 가장 활용도가 높은 매크로와 VBA 등을 배워볼 수 있도록 안내한 책이다. 엑셀 사용자는 프로그래머가 아니므로
76,파워포인트 2016 길라잡이 초보자도 쉽게 배우는 ,이상훈,정보문화사,"『초보자도 쉽게 배우는 파워포인트 2016 길라잡이』는 파워포인트를 처음 사용하거나, 사용은 해봤지만 어떻게 해야 프레젠테이션을 잘 만들 수 있는지 모르는 분들을 위한 초급/입문/기본서다. 이 책은 새"
77,프레젠테이션 디자인 실무에 바로 활용할 수 있는 ,김은정,정보문화사,"이 책은 IT 기업에서 각종 자료의 디자인과 투자자 결산 자료, 고객을 위한 제안 자료, 사내 업무 자료 등 자료 작성 시 실무 도움에 포커스를 맞춘 프레젠테이션 디자인 입문서입니다. 본문의 예제는"
78,엑셀 2010 Lecture Note ,정천영,렉스미디어닷넷,『엑셀 2010 Lecture Note 』은 실무에서 사용되는 예제를 통해 '엑셀 2010'을 쉽게 배울 수 있는 교재이다. Chapter별로 기능을 나누어 누구나 쉽게 따라할 수 있다. 기능별 실습예제와 마무리 실전문제로 기능을
79,파워포인트 2010 New 다함께 즐기는 ,박정연,렉스미디어,"다함께 즐기는 『파워포인트 2010』. 파워포인트 2010의 기본적인 정보에서부터 시작하여 글꼴 서식 및 단락 다루기, 한자와 기초 입력하고 인쇄하기, 배경 서식 지정하고 그림 삽입하기, 프레젠테이션 꾸미기,"
80,엑셀 2010 New 다함께 즐기는 ,박정연,렉스미디어,● 이 책의 특징 ㆍ글씨와 그림을 크게 표시하여 누구나 부담 없이 볼 수 있습니다. ㆍ쉬운 설명과 따라하기 방식으로 구성하여 누구나 쉽게 익힐 수 있습니다. ㆍ필요한 내용만 엄선하여 누구나 빠르게 활용할 수
81,한글 2010 기본 실무 프로젝트 단계학습 ,렉스미디어 R&D,렉스미디어,"- 독자대상 : 한글 2010 학습자
- 구성 : 단계별 학습 + 연습문제 
- 특징 : 
① 준비단계를 시작으로 기초단계, 완성단계까지 각 단계별로 학습 
② 완성예제를 기능별로 한 단계씩 학습 
③ 학습했던"
82,파워포인트 2010 알참 ,렉스기획팀,렉스미디어,『파워포인트 2010』은  누구나 쉽고 빠르게 파워포인트 2010을 따라할 수 있도록 따라하는 과정을 그림과 함께 자세히 설명 하였습니다. 한국사 관련 예제를 이용하여 역사 학습과 함께 컴퓨터를 재미있게 공부할
83,한글 2010 알참 ,렉스기획팀,렉스미디어,흥미를 갖고 컴퓨터를 재미있게 학습할 수 있도록 구성한 『알참 한글 2010』  《애완동물 키우기》편. 알참 시리즈는 초등학교 교육을 위해 만들어진 도서로 모든 교재를 24강으로 나누어 특기 적성 교육에
84,엑셀 2010 알참 ,렉스기획팀,렉스미디어닷넷,흥미를 갖고 컴퓨터를 재미있게 학습할 수 있도록 구성한 [알참 엑셀 2010: 경제 이야기]. 이 책은 우리 생활과 밀접한 관련이 있는 경제에 대한 정보와 함께 컴퓨터를 재미있게 공부할 수 있도록 구성했다. 미션
85,한글 2010 방과후 컴퓨터교실 ,렉스기획팀,렉스미디어닷넷,『한글 2010』는 초등학교 교육을 위해 만들어진 도서로 모든 교재를 24강으로 나누어 특기 적성 교육에 활용할 수 있도록 개발되었습다. 누구나 쉽고 빠르게 따라할 수 있도록 따라하는 과정을 그림과 함께
86,파워포인트 2010 스마트스쿨 ,렉스기획팀,렉스미디어닷넷,"본서는 파워포인트 2010의 주요 기능을 활용하여 실용적인 문서 양식의 쉬운 따라하기로 자연스럽게 기능을 익힐 수 있으며, 다양한 응용력을 높일 수 있도록 다양한 TIP과 알아두면 실력튼튼 항목을 추가"
87,윈도우 10&인터넷&한글 2010 스마트정보화 3 ,조준현,렉스미디어닷넷,"- 글씨와 그림을 크게 표시하여 누구나 부담 없이 볼 수 있습니다.
- 따라하기 방식으로 구성하여 누구나 쉽고 빠르게 학습 내용을 배우고 익힐 수 있습니다.
- 필요한 내용만 엄선하여 누구나 바로 활용할 수"
