순위,제목,저자,출판사,요약
16,Solidworks 2018 Basic for Engineer & 3D프린팅 솔리드웍스 201X~2018 사용자를 위한 ,이원모,메카피아,본 저서는 솔리드웍스를 단순한 모델링을 구현하기 위한 프로그램으로 인식하고 현업에서 설계와 모델링은 솔리드웍스에서 진행하고 도면은 2D CAD 프로그램을 사용하는 비효율적인 경우가 많아서 솔리드웍스를
17,All About AutoCAD 오토캐드 파워유저 맹영완과 함께하는 ,맹영완,이엔지미디어,"어떻게 하면 오토캐드를 잘할 수 있나요? 에 대한 해법을 제시하는 이 책은 2014년에 펴낸 Design, Engineer & AutoCAD의 개정증보판이다. AutoCAD의실력은 얼마나 많은 명령어들을 암기하느냐가 아니라 얼마나"
18,국산캐드 캐디안 CADian ,최영석,유니크,▶ 이 책은 AUTOCAD를 다룬 이론서입니다. AUTOCAD의 기초적이고 전반적인 내용을 학습할 수 있습니다.
19,CATIA를 활용한 모델링 따라하기 전면개정판 ,박한주,예문사,『CATIA를 활용한 모델링 따라하기』는 초판의 내용에 기초 모델링 따라하기를 추가하여 CATIA를 처음 시작하는 사람들도 혼자서 예제를 하나씩 따라하면서 CATIA의 활용능력을 익힐 수 있도록 상세하게 단계별로
20,CATIA V5 ASSEMBLY DESIGN 따라하며 배우는 ,신동진,도서출판과학기술,이 책은 CATIA V5 Assembly Design을 처음 시작하는 사람뿐만 아니라 CATIA V5 Assembly Design에 대하여 어느 정도 이해하고 있는 중급 사용자를 위하여 만들어졌다.
21,PADS VX.2, 주 이디앤씨 PADS 기술지원부,청담북스,"PADS는 배우기 쉽고, 사용하기 간편하며, 다양한 기능을 가지고 있는 아주 매력적인 툴이다.『PADS VX.2』는 그런 PADS를 사용한 회로도 작성부터 PCB 설계 완성까지의 전반적인 내용으로 구성했다. PADS DX"
22,건축 CAD와 실무 1: 기초 및 실습편,이영훈,서우,▶ 이 책은 건축 CAD와 실무에 대해 다룬 교재입니다. 건축 CAD와 실무에 대한 내용을 학습할 수 있도록 구성했습니다.
23,CATIA V5 따라잡기 혼자서 따라하며 쉽게 익히는 Release 22 ,박한주,예문사,이 교재는 대학의 학생들과 재직 근로자들을 대상으로 관련분야를 다년간 강의한 경험이 있는 저자가 그동안의 경험을 바탕으로 이제 처음 CATIA를 배우려 하는 학생들은 물론 현장에서 근무하는 실무자들에게
24,AutoCAD 2014 더 쉽게 배우기 CD1장포함 ,황두환,영진닷컴,"건축, 인테리어 도면 제작을 위한, AutoCAD 2014의 모든 것『AutoCAD 2014 더 쉽게 배우기』. 입문자들의 눈높이에 알맞은 설명과 자세한 따라하기로 구성하였습니다. 도면 제작 및 편집 기능을 8개의 PART로 나눠"
25,OrCAD PCB 설계,김동룡,성안당,"정보화 사회에서 과학기술의 발전과 전기, 전자, 정보통신 분야에서 기술의 복잡화, 다양성의 요구로 집적화된 제품의 필요성에 의해 보다 많은 기능의 전자회로 툴이 필요하게 되었다. 이 책에서 Cadence 사의"
26,AUTOCAD 2018 기초와실습,김재중,일진사,"이 책은 필자의 오랜 강의와 실무 경험을 바탕으로 사용자 누구든지 단기간에 능숙한 설계가 가능할 수 있도록 다음과 같이 구성하였다. 

  첫째, 기초편과 고급편으로 나누어 구성하였다. 기초편은 체계적으로"
27,인벤터 형상모델링,이광수,일진사,"저자는 인벤터의 기능을 가장 효율적으로 습득할수 있게 과제들 중심으로 구성하였으며
학교나 현장실무에서 중요성이 대두되고 있는 국가직무표준능력 기준에 맞추어 편집하였다.

첫째,
교육자가 아닌"
28,노하우 카티아 널리지 어드바이저 V5 R21 Know-How CATIA Knowledge Advisor V5 R21 ,김동주,과학기술,『노하우 카티아 널리지 어드바이저 V5 R21 Know-How CATIA Knowledge Advisor V5 R21 』은 CATIA 프로그램에서 Knowledgeware 관련 워크벤치 중에 가장 기본이 되는 Knowledge Advisor를 다룬 책이다.
29,V-Ray Exterior Workflow. 2,안재문,디지털북스,"이 작업은 건축물과 자연환경을 사실적으로 표현하기 위해, 필요한 것을 찾아보고 새로운 기술을 연습할 목적으로 진행했던 것입니다. 어떤 과정은 보는 사람에 따라 굳이 이런 걸 해야 하나 라는 생각이 들 수도"
30,AutoCAD 2013 무작정 따라하기 CD1장포함 ,권현실,길벗,"오토캐드 전문 강사가 자세히 알려주는『AutoCAD 2013 무작정 따라하기』. 건축, 기계, 토목 등 다양한 분야로 진출을 준비하는 예비 디자이너가 알아야 할 2D 도면 그리기 기초부터 3D 모델링, 최종 마무리"
31,PADS로 PCB 아트웍 혼자하기 김성천 강사의 ,김성천,엔플북스,이 책은 PADS 패즈  사용을 갓 시작한 PCB설계자나 하드웨어 개발자들을 위해 집필되었습니다. 초보 입문서로써 회로도 작성부터 거버데이터 작성까지 실무에 필요한 기능 위주로 집필하여 초보 입문자의
32,PADS로 PCB 아트웍 혼자하기,김성천,엔플북스,이 책은 PADS 패즈  사용을 갓 시작한 PCB 설계자나 하드웨어 개발자들의 가려운 곳을 긁어주기 위해 기획했다. 이 책은 PADS VX1.2 버전을 기반으로 썼다. 9.5나 9.4 버전과 같이 낮은 버전에서는 일부 편의
33,회사에서 바로 통하는 오토캐드 Auto CAD 2017 회사통 ,심미현,한빛미디어,[회사에서 바로 통하는 오토캐드 2017]은 가장 쉽고 빠르게 실무 도면을 작성할 수 있게 도와주는 현장밀착형 입문서이다. 정교한 도면 작성을 위한 오토캐드의 복잡한 기능을 모두 익히려고 든다면 중요한 기본
34,CATIA Knowledgeware 지식기반설계 . 2부 동영상으로 배우는 ,서정식,Nstart,▶ 도서가 아니라 CD입니다.
35,CATIA Knowledgeware 지식기반설계 . 3부 동영상으로 배우는 ,서정식,Nstart,▶ 도서가 아니라 CD입니다.
36,CATIA DMU Kinematics Simulation 1부 DVD  동영상으로 배우는 ,서정식,NSTART,▶ 도서가 아니라 CD입니다.
37,CATIA DMU Kinematics Simulation 2부 DVD  동영상으로 배우는 ,서정식,Nstart,▶ 도서가 아니라 DVD입니다.
38,Catia V5-6R2017 Assembly 동영상으로 배우는 ,서정식,Nstart, 
39,인벤터 프로페셔널 2019 3D 모델링 1부 동영상으로 배우는 ,서정식,Nstart,"이 도서는 14시간 39분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, Inventor Professional 2019의 인터페이스 구성 및 스케치 환경, 3D 모델링 명령인 Extrude, Revolve, Sweep, Loft, Coil,"
40,인벤터 프로페셔널 2019 3D 모델링 2부 동영상으로 배우는 ,서정식,Nstart,"이 도서는 11시간 40분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, 외부파일과 연동작업 Derive, Import기능 , 오토캐드 파일을 활용한 3D모델링 작업과 2019버전에서 새롭게 탄생한 Hole외"
41,SolidWorks 2019 Motion Study. 1 동영상으로 배우는 ,서정식,Nstart,"이 도서는 10시간 22분에 걸친 동영상 강좌 음성 포함 가 들어있는 DVD로 구성되었으며, SolidWorks 2019 Motion Animation에 관한 내용으로, 다양한 타임라인 요소분석 및 사용법, 키프레임기반 어셈블리"
42,Auto CAD기초,이동우,기한재,▶ 이 책은 Auto CAD기초를 다룬 이론서입니다.
43,UG NX11 모션시뮬레이션,이건범,광문각,"현대 산업사회의 패러다임은 3D 프린팅, 빅데이터, 무인 드론, 전기자동차 등과 같은 첨단기술이 급변하고 있어 고급 기술 기반의 전문성과 창의성이 요구되는 시대이다.

1970년대 중반 빠르게 변화하는"
44,오토캐드 AutoCAD  2016 ,김재수,세진사,"『오토캐드 AutoCAD  2016 』는 명령어를 차근차근 따라하면서 AutoCAD 2016를 쉽게 다룰 수 있도록 배려하였고, 새로운 기능에 대한 내용을 언급하여 좀 더 진보된 AutoCAD를 만나볼 수 있게 구성하였다. AutoCAD"
45,유한요소해석 솔리드웍스 시뮬레이션 Solidworks Simulation  2014 ,전재수,대영사,『유한요소해석 솔리드웍스 시뮬레이션』은 윈도우 7 32bit OS 환경에서 작동하는 솔리드웍스 2014 프리미엄을 기준으로 내용을 구성하였다. 1부에서는 유한요소법의 기본적인 이론과 프로그램을 실행하는데
46,Auto CAD: 적용버전 2019~2010  다양한 예제로 학습하는 ,유도현,21세기사,"본 교재는 오토캐드를 처음 접하는 개인도 빠른 시간 내에 효과적으로 도면 작성이 가능하도록 집필되었으며 기존 오토캐드 사용자도 업그레이된 버전을 쉽게 이해할 수 있도록 구성된 가운데, 명령어 수행 시"
47,CATIA 3D 곡면 모델링 예제집 2부 동영상으로 배우는 ,서정식,Nstart,▶ 도서가 아니라 DVD입니다.
48,CATIA와 Audi R8 모델링 1부 DVD  동영상으로 배우는 ,서정식,Nstart,"▶ 도서가 아니라 DVD입니다.

『CATIA와 Audi R8 모델링 1부 DVD 』는 Audi R8이라는 자동차를 모델링하는 과정을 보여주는 DVD이다. 기초부터 고급단계까지 초보자도 쉽게 이해할 수 있도록 9시간 9분에 걸친"
49,CATIA와 Audi R8 모델링 2부 DVD  동영상으로 배우는 ,서정식,Nstart,"▶ 도서가 아니라 DVD입니다.

『CATIA와 Audi R8 모델링 2부 DVD 』는 Audi R8이라는 자동차를 모델링하는 과정을 보여주는 DVD이다. 기초부터 고급단계까지 초보자도 쉽게 이해할 수 있도록 9시간 9분에 걸친"
50,AutoCAD 오토캐드 2020 기본 + 활용 한글판,박석용,청담북스,"이 교재는 기계 설계 업무 수행 혹은 도면 작도를 위해서 AutoCAD오토캐드 프로그램을 배우고자 하는 초보자들에게 AutoCAD오토캐드에서 지원하고, 이용할 수 있는 중요한 명령들의 옵션 및 사용법을 설명하고, 그"
51,Autodesk Alias Design 누구나 따라할 수 있는  CD1장포함 ,서범석,청담북스,"누구나 따라할 수 있는『Autodesk Alias Design』. 이 책은 PDSU2012 제품군에 포함되어 있는 Autodesk Alias Design에 기초한 내용들로 구성되어 있다. Alias 개요부터 모델링 입문, 객체 선택과 객체 이동,"
52,Unigraphics NX 8.5 갈라잡이,신투정보시스템 기술지원팀,청담북스,『Unigraphics NX 8.5 갈라잡이』는 학습자가 스스로 명령을 이용하여 모델링을 수행할 수 있도록 구성되었다. 따라하기와 실습예제 도면을 첨부하여 NX를 사용하는 데 빠르게 적용할 수 있도록 제시하고 있다. 각
53,Auto CAD 오토 캐드  2016  설계 입문자를 위한 ,박석용,청담북스,"이 교재는 기계 설계 업무 수행 혹은 도면 작도를 위해서 AutoCAD 프로그램을 배우고자 하는 초보자들에게 AutoCAD에서 지원하고, 이용할 수 있는 중요한 명령들의 옵션 및 사용법을 설명하며, 그 특성들을"
54,CATIA를 이용한 구조해석,김동주,청담북스,"『CATIA를 이용한 구조해석』은 CATIA 해석 기능을 보다 원활히 사용하여 작업 시간을 단축하고 보다 효율적인 설계 프로세스를 정립하기 위한 도움이 되고자 구성된 책이다. 기본적인 작업 방법과 명령어들, 알고"
55,CATIA를 이용한 2 Generation Audi TT 만들기 개정판 3판  모델링 시리즈 ,김동주,청담북스,『CATIA를 이용한 2 Generation Audi TT 만들기』는 CATIA Surface Modeling을 어느 정도 다룰 줄 아는 사용자들을 대상으로 실질적인 곡면 모델링 연습을 해보기 위한 중급 교재다.
56,Play Solidworks Master 2017  CD1장포함 ,원동현,청담북스,"『PLAY SOLIDWORKS MASTER 2017 』는 솔리드웍스 입문 기본서인 《Play! SOLIDWORKS 2017 BASIC》과 세트로 구성되는 중급 교재로, 다음의 세 가지 학습 목표를 가지고 만들어졌습니다. 솔리드웍스의 고급 도구와"
57,AutoCAD 3D Master 따라하며 쉽게 배우는 ,박석용,청담북스,"『AutoCAD 3D Master』는 개념 설계를 위한 관점에서 AutoCAD 3D 기능들을 살펴보고, 중요한 명령들의 옵션, 시스템 변수 및 그 것들의 사용법을 설명하고, 그 특성들을 스스로 습득할 수 있는 기초 학습"
58,Autodesk Inventor Professional 오토데스크 인벤터 프로패셔널 . 2 2019  도서 예제 및 결과물 파일 ,송정식,청담북스, 
59,돈 버는 앱인벤터,최기훤,비팬북스,"국내 최초, 앱인벤터로 돈 버는 책. 이 책은 앱인벤터로 만들어진 앱으로 어떻게 수익을 낼 수 있는지, 실질적인 방법과 저자의 각종 노하우를 소개한다. 앱인벤터를 처음 접하는 이들을 위해 앱인벤터 가입부터"
60,CATIA V5 유한요소 해석법,고재철,온솔루션인티그레이션,"『CATIA V5 유한요소 해석법』은 《CATIA V5 CAE 따라하기》의 후속판으로 CATIA V5 Structural Analysis, Advanced Meshing Tool을 이용한 유한요소 해석법을 소개합니다. CAE의 기초 이론, CATIA V5 기본"
61,SOLIDWORKS 기본 모델링,고재철,온솔루션인티그레이션,▶ 이 책은 솔리드웍스를 다룬 이론서입니다. 솔리드웍스의 기초적이고 전반적인 내용을 학습할 수 있습니다.
62,"정말 쉬운 오토리습 AutoLisp , 이제 나도 짜보자 : 기초편",김판섭,태서당,오토리습은 오토캐드 내에서 가장 쉽고 빠르게 프로그래밍 할 수 있는 개발 언어로써 AutoCAD2000 이후 버전부터는 한층 더 업그레이드 된 비주얼리습으로 보다 강력한 기능을 발휘하고 있습니다. 앞으로 설명하는
63,Auto CAD 입문,권대규,월송,"[Auto CAD 입문]은 설정사항, 기본 조작법, 명령어 익히기 등 오토캐드 입문자를 기준으로 쉽게 접하고 따라할 수 있도록 내용을 설명한 책이다."
64,Do it! AutoCAD 오토캐드 2015,김혜영,이지스퍼블리싱,『AutoCAD 오토캐드』는 각 단원의 실습 예제를 활용하여 사용 빈도가 높은 명령어와 기능을 쉽고 간단하게 익힐 수 있도록 구성된 책이다. AutoCAD 2015 인터페이스 설명과 기본 기능은 물론 도면을 작성할 때
65,오토캐드 AutoCAD 2017,황두환,시대인,"[오토캐드 AutoCAD 2017]은 건축, 기계, 인테리어 도면 작업을 위한 AutoCAD를 소개한 책으로, 초보자를 위해 자주 사용하는 기본 명령어를 예제를 따라하면서 배울 수 있게 구성하였다. 실무에서 작업하는"
66,오토캐드 2020 ,황두환,시대인,"캐드 기본 명령을 단계별로 배우다 보면 
어느새 3D 도면 작성까지 실력 업그레이드! 

캐드로 도면을 작업할 때 다양한 명령을 알고 있어야 작업이 가능합니다. 하지만 처음 캐드를 배우는 사람들은 어렵게"
67,손쉬운 EMC 설계 PCB 및 시스템 설계자를 위한 ,Mark I. Montrose,진한엠앤비,『손쉬운 EMC 설계』는 총 6개의 장으로 구성되면 1장은 맥스웰의 간략화로 맥스월 방정식은 모든 EMI/EMC 현상의 근간이 되는 법칙으로 수학적 의미 보다는 맥스웰 방정식이 가지는 EMI현상에 대한 물리적 의미를
68,ARENA를 이용한 시뮬레이션 수정판 6판 ,W.DAVID KELTON,McGraw Hill,▶ 이 책은 ARENA를 이용한 시뮬레이션을 다룬 이론서입니다.
69,ATC 자격증 프로젝트 따라하기 1급 2급 3판 ,손미나,구민사,『ATC 자격증 프로젝트 따라하기 1급 2급』은 ATC 시험에 관련된 기본적인 명령어와 AutoCAD의 환경설정을 응시생이 하나하나 따라할 수 있도록 다루고 있으며 또한 기초 개념이 형성된 후 쉽게 자유자재로 사용할
70,CATIA 쉽게 따라하기 무료인강과 함께하는  반양장 ,정경애,구민사,"모델링 방법은 개인별 차이가 많겠지만 절대적 원칙은 없답니다.

- 정확할 것
- 신속할 것
- 수정이 용이할 것
- 과정이 가능한 단순, 최적화 될 것

CATIA는 3D 모델링 프로그램 중 하나로서 주로 항공,"
71,Allegro OrCAD PCB Designer를 이용한 PCB설계 Version 16.6  2판 ,허찬욱,복두출판사,▶ 이 책은 Allegro OrCAD PCB설계에 대해 다룬 도서입니다. PCB설계의 내용을 학습할 수 있도록 구성했습니다.
72,카티아 마스터,노현구,복두출판사,▶ 이 책은 카티아 마스터에 대해 다룬 도서입니다. 카티아 마스터의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
73,CATIA V5 R21/20XX; 3D 형상모델링 작업 2판 ,이현재,복두출판사,▶ 이 책은 3D 형상모델링을 다룬 이론서입니다.
74,Autodesk Inventor 2018-2019 오토데스크 인벤터 2018-2019 ,노수황,메카피아,"오토데스크 인벤터는 AutoCAD로 유명한 미국 기업 오토데스크사에서 개발한 컴퓨터 지원 설계 응용 소프트웨어의 하나로, 엔지니어링 및 설계, 제품설계, 시각화, 3차원 디지털 프로토타입의 개발 등에 사용되는"
75,PCB 설계기술,정성인,진한엠앤비,『PCB 설계기술』은 보드레벨에서 발생할 수 있는 다양한 노이즈에 대한 실무적 대처 능력 향상과 EMI/EMC를 고려한 기판설계기술을 습득하여 산업현장이나 혹은 대학교육의 장에서 바로 적용할 수 있도록 올바른
76,Autodesk Inventor 오토데스크 인벤터  2014 & 2015 Advance for Engineer. 1,조성일,메카피아,오토데스크사의 3D CAD 소프트웨어 인벤터 사용자를 위한 실무용 중급 교재시리즈 [제1권]. 인벤터를 활용하여 설계 환경 구성을 하는 방법에 대하여 가이드한 책이다. 체계적이고 효율있는 학습을 통한 실력
77,AutoCAD 2014 동영상 강좌 DVD DVD  초보자를 위한 ,메카피아,메카피아,▶ 도서가 아니라 DVD입니다.
78,Autodesk Inventor 오토데스크 인벤터  2014 & 2015 Advance for Engineer. 2,조성일,메카피아,오토데스크사의 3D CAD 소프트웨어 인벤터 사용자를 위한 실무용 중급 교재 [Autodesk Inventor 오토데스크 인벤터  2014 & 2015 Advance for Engineer] 제2권. 책은 체계적이고 효율있는 학습을 통한 실력 향상에
79,3차원 CAD 설계자를 위한 Solid Edge ST8 Basic ,김재호,메카피아,▶ 이 책은 Solid Edge를 다룬 이론서입니다. Solid Edge의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
80,AUTODESK FUSION 360과 3D 프린팅 실전 활용서: 실전편,조성일,메카피아,"오토데스크 퓨전 FUSION  360은 오토데스크 360 클라우드 기반 플랫폼을 활용함으로써, 클라우드 기반 제품 수명 주기 관리 제품인 오토데스크 PLM 360과 클라우드에서 안전하게 제공되는 종합적인 시뮬레이션 툴"
81,솔리드웍스 구조 및 유동 공학해석 기반,이상만,메카피아,"『솔리드웍스 구조 및 유동 공학해석 기반』은 정적구조 공학해석  part 1  , 열 및 유체유동 공학해석  part 2   및 학습자 개별실습 참조  part 3  의 3부분으로 구성되어 있으며, 1과 2 part는 각각의"
82,솔리드웍스 열 및 유체유동 공학해석 실무,이상만,메카피아,[솔리드웍스 열 및 유체유동 공학해석 실무]는 유동해석 기반과정 또는 그것에 상당하는 해석능력을 보유한 학습자를 대상으로 편집된 도서이므로 해석 기반논리가 충분하지 않다면 다소 난해하다고 느껴질 수도
83,AutoCAD 3D 모델링 실무 초보자도 쉽게 배우는 ,박승식,구민사,"『AUTOCAD 3D 모델링 실무』는 왕 초보에서부터 3D 까지 실습이 가능하며 종사하는 직종에 관계없이 폭넓게 할용 하는데 도움을 주는 책이다. 현재 국가기술 자격검정 관련 종목의 수검사항 등을 수록하여 기능사,"
84,PCB 최신 제조기술,김형록,공감북스,▶ 이 책은 PCB 최신 제조기술에 대해 다룬 이론서입니다. PCB 최신 제조기술의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
85,AutoCAD 도면예제 545,류지호,길벗,《AutoCAD 도면예제 545》은 최신 버전인 AutoCAD 2016 버전을 적용하고 실무 도면 예제를 더욱 보강하여 출간했다. 필수 기능과 명령어를 이해한 후 현장 실무 도면 예제로 구성된 연습문제와 종합문제로 실무
86,AutoCAD 실무 무작정 따라하기 CD1장포함 ,양승규,길벗,"[AutoCAD 실무 무작정 따라하기 AutoCAD 2013-2017범용 ]는 실무 건축사이자 오토캐드 인증 시험 감독관, 오토데스크 코리아의 오토캐드 파워유저로 활동 중인 저자의 실무 경험을 바탕으로 현장에서 바로 쓸 수"
87,CAT CAD실무능력평가 2급 따라하면 합격이다! ,김주화,엠듀,"합격률을 높이기 위해 만든 한국생산성본부 공식 인증 교재! 
책은 CAD실무능력평가 CAT  2급 시험 합격에 꼭 필요한 노하우들을 자세히 기술하였다.   

이 책은 교육시장에서 요구하는 AutoCAD의"
88,CATIA V5 기초와 활용 2판 ,민상기,복두출판사,▶이 책은 CATIA V5 기초와 활용을 다룬 이론서입니다. CATIA V5 기초와 활용의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.
89,재영아빠와 함께하는 Creo 4.0 상  CD1장포함 ,허환호,비엔이,저자는 고객 지원과 다양한 CAD를 사용해 본 경험을 살려 이 책을 집필했다. 그가 이전에 집필한 책들과는 달리 20개의 도면과 동영상을 포함하여 초보자도 더욱 쉽게 명령을 익힐 수 있다.
90,재영아빠와 함께하는 Creo 4.0 하  CD1장포함 ,허환호,비엔이,저자는 고객 지원과 다양한 CAD를 사용해 본 경험을 살려 이 책을 집필했다. 그가 이전에 집필한 책들과는 달리 20개의 도면과 동영상을 포함하여 초보자도 더욱 쉽게 명령을 익힐 수 있다.
